regime,split_seed,arm,extractant,ecfp_cluster,draw,n_query,n_free,form,k,mae,mae_free,fit_rejected
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,4,affine,2,0.33266091606655657,0.2598626458447165,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,4,affine,3,0.24896523350622943,0.2847777212138566,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,4,14,4,affine,5,0.30822036281406634,0.29358741895134355,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,none,0,0.4393821924743332,0.36512270272454256,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,NULL_kmean,1,0.4661170125887932,0.22161694041436597,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,NULL_kmean,2,0.4661170125887932,0.22161694041436597,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,NULL_kmean,3,0.3894042668788688,0.29863504008159425,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,NULL_kmean,5,0.40400113026080403,0.4298328044215826,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,offset,1,0.6219287039181155,0.1409151673093382,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,offset,2,0.46876778885451564,0.18377528444925426,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,offset,3,0.4555722928833738,0.25179199986125816,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,offset,5,0.4558842180937047,0.24960852338894166,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,scale,1,0.9349812164201768,0.32081621794762455,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,scale,2,0.41543538492199733,0.41543294446741164,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,scale,3,0.4108940087570091,0.4249739963260583,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,scale,5,0.4238183057739407,0.3978211282096131,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,affine,1,0.953184218820532,0.44346679628852126,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,affine,2,0.3647893281156108,0.2608541581291673,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,affine,3,0.3451710315923164,0.3281937899594696,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,5,14,3,affine,5,0.3329982573402567,0.34573866005481385,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,6,14,3,none,0,0.46396716482718275,0.3306462413204052,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,6,14,3,NULL_kmean,1,0.6722504908147672,0.7349425783582574,0
unseen_ligand,104729,MC_ecfp,CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,f199403769328484,6,14,3,NULL_kmean,2,0.5025509102168233,0.5804552545145751,0
