model,failure_class,n_ligands,macro_mae,mean_mae,span_recovery,slope_abs_error,shape_mae
GEN9_A3_RAND_d05,PURE_LEVEL,25,1.8110921433704255,1.8381679930612187,0.08381838299581489,2.4863717953999798,0.6819757709253083
GEN9_A3_RAND_d05,RESIDUAL_SHAPE,29,1.4343230272133045,1.4462847484581745,0.09275034171056244,2.985210353386765,0.9932335762861904
GEN9_A4_MULTI_d05,ALREADY_GOOD,82,0.5703121327364427,0.5759625250326443,0.09306681159059692,2.2758918803915984,0.47539503105781256
GEN9_A4_MULTI_d05,PARTIAL_LEVEL,7,1.5280454953045484,1.5280454953045486,0.06944564031407627,1.916781833787408,0.6650402623596354
GEN9_A4_MULTI_d05,PURE_LEVEL,25,1.8224344227012699,1.8555809662585405,0.08306584381463464,2.302456211569413,0.6145589800348266
GEN9_A4_MULTI_d05,RESIDUAL_SHAPE,29,1.3919038316959378,1.397460555231587,0.09201547291908829,2.8085312397979907,0.929082415317031
GEN9_REL_MONOLITH,ALREADY_GOOD,82,0.5431553121890406,0.5489155197275467,0.2625691140076219,1.5531702600044421,0.36589255066163423
GEN9_REL_MONOLITH,PARTIAL_LEVEL,7,1.4717551326877838,1.4717551326877838,0.16308858210074167,1.5973521191125661,0.5693402386755194
GEN9_REL_MONOLITH,PURE_LEVEL,25,1.9214752172893057,1.9566112583375876,0.3503452505552652,1.4334131628857345,0.3915203287046213
GEN9_REL_MONOLITH,RESIDUAL_SHAPE,29,1.329098314106526,1.3155859602899123,0.19356589933782126,1.9658244344429232,0.6738314119995115
GEN9_SHAPE_RECOMPOSED,ALREADY_GOOD,82,0.543202455174408,0.5471972717122002,0.5586826446350844,1.1921239610963124,0.2976052019617243
GEN9_SHAPE_RECOMPOSED,PARTIAL_LEVEL,7,1.4409237448647632,1.4409237448647632,0.27679645067219144,1.096519795637302,0.4182423280684314
GEN9_SHAPE_RECOMPOSED,PURE_LEVEL,25,1.8800867028495964,1.9121793518187045,0.6855714389464933,0.9968757357598761,0.31035726773161665
GEN9_SHAPE_RECOMPOSED,RESIDUAL_SHAPE,29,1.2985667415555393,1.2898635653788806,0.48560063681131416,1.61895477831403,0.5942008478831915
GEN9_X_MULTI_d2,ALREADY_GOOD,82,0.739459110772658,0.7547308214407796,0.2579039964296957,3.08438942937547,0.7482709780265602
GEN9_X_MULTI_d2,PARTIAL_LEVEL,7,1.4748174602754065,1.4748174602754067,0.1421785488168641,1.8923754680866973,0.6616301234619664
GEN9_X_MULTI_d2,PURE_LEVEL,25,2.142153382745086,2.1300891296031588,0.3304440884283065,3.104836244642396,0.9473151661265087
GEN9_X_MULTI_d2,RESIDUAL_SHAPE,29,1.737431229261513,1.7545469720366755,0.2743265385997843,4.150190732756839,1.4126446708320886
GEN9_X_MULTI_d8c,ALREADY_GOOD,82,0.922935795442297,0.9255304538662974,0.5460644805822779,2.607275255936029,0.5588854648266486
GEN9_X_MULTI_d8c,PARTIAL_LEVEL,7,1.7159378166514097,1.7159378166514094,0.42156094205357864,1.6257252988546327,0.605006948153019
GEN9_X_MULTI_d8c,PURE_LEVEL,25,1.9317634461887623,1.9415218243578403,0.5466494259976575,1.7007419882114168,0.4660800871286022
GEN9_X_MULTI_d8c,RESIDUAL_SHAPE,29,1.5721406341428297,1.575156898953827,0.3169539817103658,2.551582004596345,0.8803474304833644
REC_ecfp_plus_recovered,ALREADY_GOOD,82,0.5493069888565099,0.5545938026720885,0.05854824738792574,2.222147842435746,0.4596465432253241
REC_ecfp_plus_recovered,PARTIAL_LEVEL,7,1.4554756525742452,1.4554756525742452,0.046571021928381064,1.9139503878116284,0.6607888383138525
REC_ecfp_plus_recovered,PURE_LEVEL,25,1.8805685413028599,1.9126033696575764,0.06032913113507919,2.023592167432436,0.5232491568359754
REC_ecfp_plus_recovered,RESIDUAL_SHAPE,29,1.3479837107909487,1.3388480796947446,0.06113406962999578,2.3281440628175702,0.7717907173779541
