family,contrast,design,candidate,comparator,half,seed_set,decision_seed,margin,r19_verdict_full,verdict_stop_rule,verdict_ladder,verdict_freezing_screen,verdict_items_1_5,verdict_full,tost_verdict_eps0.05,tost_low_90,tost_high_90,tost_interval_construction,tost_cluster_unit,tost_n_clusters,label,batching_label,candidate_fold_scheme,comparator_fold_scheme,r19_item4,seeds_evaluated,sensitivity_set,sensitivities_not_run,reported_verdict,seed_deltas,sensitivities,cluster_unit,clustered,decides,point,percentile_low,percentile_high,bca_low,bca_high,p_two_sided,bootstrap_sd,mde_80,bias_z0,acceleration,loco_min,loco_max,n_units,n_clusters,n_resamples,bootstrap_seed,n_nan_draws,higher_is_better,primary_cluster_unit,cluster_equals_scoring_unit,clustering,model_arm,transform,key,direction,bh_family,bh_family_name,p_bh,p_bh_pooled_registered,p_bh_full_family,bh_m,bh_m_pooled_registered,bh_shared_computed_contrast
H3,B6:ACT_PERMUTED vs B6:WITH,V5,B6:ACT_PERMUTED,B6:WITH,selection,discovery,104729,0.105689,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,UNDECIDED,-0.0539343,0.0268424,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",system,11,"discovery, optimistically biased (selection half)",exact,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"HNO3_only_cells, V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training, strict_setting",FAIL,"{""104729"": -0.023065770806702246}","{""HNO3_only_cells"": ""UNTESTABLE"", ""V5-P"": ""UNTESTABLE"", ""V5-cell-only"": ""UNTESTABLE"", ""acid_grid_rows_excluded"": -0.024228410470865436, ""censoring_candidates_excluded_scoring"": -0.01719003941056718, ""loose_setting"": ""UNTESTABLE"", ""non_DGA_stratum"": 0.03592276487442825, ""parent_structure_hiding"": ""UNTESTABLE"", ""sr_iii_dropped_training"": ""UNTESTABLE"", ""strict_setting"": ""UNTESTABLE"", ""wildcard_copies_excluded_scoring"": -0.01743670938530395}",system,True,True,-0.0230658,-0.0589666,0.0362428,-0.0574013,0.0400643,0.3534,0.0247454,0.0692872,0.0269495,0.00825434,-0.0359111,-0.00998795,59,11,10000,19,0,False,True,False,clustered,B6,ACT_PERMUTED,B6:ACT_PERMUTED vs B6:WITH@V5,hurts (transform candidate),registered,H3,0.525714,0.525714,,20,20,False
H3,B6:ACT_PERMUTED vs B6:WITH,V5,B6:ACT_PERMUTED,B6:WITH,selection,discovery,104729,0.105689,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,UNDECIDED,-0.0539343,0.0268424,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",system,11,"discovery, optimistically biased (selection half)",exact,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"HNO3_only_cells, V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training, strict_setting",FAIL,"{""104729"": -0.023065770806702246}","{""HNO3_only_cells"": ""UNTESTABLE"", ""V5-P"": ""UNTESTABLE"", ""V5-cell-only"": ""UNTESTABLE"", ""acid_grid_rows_excluded"": -0.024228410470865436, ""censoring_candidates_excluded_scoring"": -0.01719003941056718, ""loose_setting"": ""UNTESTABLE"", ""non_DGA_stratum"": 0.03592276487442825, ""parent_structure_hiding"": ""UNTESTABLE"", ""sr_iii_dropped_training"": ""UNTESTABLE"", ""strict_setting"": ""UNTESTABLE"", ""wildcard_copies_excluded_scoring"": -0.01743670938530395}",publication_group,True,True,-0.0230658,-0.0633438,0.065821,-0.0594042,0.0913536,0.4544,0.0337331,0.0944528,0.0524125,0.0460375,-0.0429969,-0.012057,59,14,10000,19,0,False,False,False,clustered,B6,ACT_PERMUTED,B6:ACT_PERMUTED vs B6:WITH@V5,hurts (transform candidate),registered,H3,,,,,,False
H3,B6:WITH vs B6:WITHOUT,V5,B6:WITH,B6:WITHOUT,selection,discovery,104729,0.105689,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,-0.026451,0.137233,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",system,11,"discovery, optimistically biased (selection half)",exact,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"HNO3_only_cells, V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training, strict_setting",FAIL,"{""104729"": 0.03168479648029843}","{""HNO3_only_cells"": ""UNTESTABLE"", ""V5-P"": ""UNTESTABLE"", ""V5-cell-only"": ""UNTESTABLE"", ""acid_grid_rows_excluded"": 0.030771308274079145, ""censoring_candidates_excluded_scoring"": 0.026344331012581268, ""loose_setting"": ""UNTESTABLE"", ""non_DGA_stratum"": -0.02457932412053876, ""parent_structure_hiding"": ""UNTESTABLE"", ""sr_iii_dropped_training"": ""UNTESTABLE"", ""strict_setting"": ""UNTESTABLE"", ""wildcard_copies_excluded_scoring"": 0.022441233960769136}",system,True,True,0.0316848,-0.0403224,0.140084,-0.0272671,0.180359,0.368,0.0468814,0.131268,0.0571823,0.0521946,0.00476513,0.0446279,59,11,10000,19,0,False,True,False,clustered,B6,WITHOUT,B6:WITH vs B6:WITHOUT@V5,helps (WITH candidate),registered,H3,0.525714,0.525714,,20,20,False
H3,B6:WITH vs B6:WITHOUT,V5,B6:WITH,B6:WITHOUT,selection,discovery,104729,0.105689,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,-0.026451,0.137233,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",system,11,"discovery, optimistically biased (selection half)",exact,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"HNO3_only_cells, V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training, strict_setting",FAIL,"{""104729"": 0.03168479648029843}","{""HNO3_only_cells"": ""UNTESTABLE"", ""V5-P"": ""UNTESTABLE"", ""V5-cell-only"": ""UNTESTABLE"", ""acid_grid_rows_excluded"": 0.030771308274079145, ""censoring_candidates_excluded_scoring"": 0.026344331012581268, ""loose_setting"": ""UNTESTABLE"", ""non_DGA_stratum"": -0.02457932412053876, ""parent_structure_hiding"": ""UNTESTABLE"", ""sr_iii_dropped_training"": ""UNTESTABLE"", ""strict_setting"": ""UNTESTABLE"", ""wildcard_copies_excluded_scoring"": 0.022441233960769136}",publication_group,True,True,0.0316848,-0.0452162,0.120843,-0.0308856,0.148105,0.379,0.0409033,0.114529,0.0571823,0.0573353,0.00476513,0.0446279,59,14,10000,19,0,False,False,False,clustered,B6,WITHOUT,B6:WITH vs B6:WITHOUT@V5,helps (WITH candidate),registered,H3,,,,,,False
H3,B6:WITHOUT vs B6:WITH,V5,B6:WITHOUT,B6:WITH,selection,discovery,104729,0.105689,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,UNDECIDED,-0.137233,0.026451,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",system,11,"discovery, optimistically biased (selection half)",exact,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"HNO3_only_cells, V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training, strict_setting",FAIL,"{""104729"": -0.03168479648029843}","{""HNO3_only_cells"": ""UNTESTABLE"", ""V5-P"": ""UNTESTABLE"", ""V5-cell-only"": ""UNTESTABLE"", ""acid_grid_rows_excluded"": -0.030771308274079145, ""censoring_candidates_excluded_scoring"": -0.026344331012581268, ""loose_setting"": ""UNTESTABLE"", ""non_DGA_stratum"": 0.02457932412053876, ""parent_structure_hiding"": ""UNTESTABLE"", ""sr_iii_dropped_training"": ""UNTESTABLE"", ""strict_setting"": ""UNTESTABLE"", ""wildcard_copies_excluded_scoring"": -0.022441233960769136}",system,True,True,-0.0316848,-0.140084,0.0403224,-0.180359,0.0272671,0.368,0.0468814,0.131268,-0.0571823,-0.0521946,-0.0446279,-0.00476513,59,11,10000,19,0,False,True,False,clustered,B6,WITHOUT,B6:WITHOUT vs B6:WITH@V5,hurts (transform candidate),registered,H3,0.525714,0.525714,,20,20,False
H3,B6:WITHOUT vs B6:WITH,V5,B6:WITHOUT,B6:WITH,selection,discovery,104729,0.105689,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,UNDECIDED,-0.137233,0.026451,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",system,11,"discovery, optimistically biased (selection half)",exact,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"HNO3_only_cells, V5-P, V5-cell-only, loose_setting, parent_structure_hiding, sr_iii_dropped_training, strict_setting",FAIL,"{""104729"": -0.03168479648029843}","{""HNO3_only_cells"": ""UNTESTABLE"", ""V5-P"": ""UNTESTABLE"", ""V5-cell-only"": ""UNTESTABLE"", ""acid_grid_rows_excluded"": -0.030771308274079145, ""censoring_candidates_excluded_scoring"": -0.026344331012581268, ""loose_setting"": ""UNTESTABLE"", ""non_DGA_stratum"": 0.02457932412053876, ""parent_structure_hiding"": ""UNTESTABLE"", ""sr_iii_dropped_training"": ""UNTESTABLE"", ""strict_setting"": ""UNTESTABLE"", ""wildcard_copies_excluded_scoring"": -0.022441233960769136}",publication_group,True,True,-0.0316848,-0.120843,0.0452162,-0.148105,0.0308856,0.379,0.0409033,0.114529,-0.0571823,-0.0573353,-0.0446279,-0.00476513,59,14,10000,19,0,False,False,False,clustered,B6,WITHOUT,B6:WITHOUT vs B6:WITH@V5,hurts (transform candidate),registered,H3,,,,,,False
H3,B5:WITH vs B5:ACT_PERMUTED,V2,B5:WITH,B5:ACT_PERMUTED,selection,discovery,104729,0.05,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,NO_DIFFERENCE,-0.000892583,0.0331473,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",metal_state,7,"discovery, optimistically biased (selection half)",,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",FAIL,"{""104729"": 0.016153447839298507}","{""acid_grid_rows_excluded"": 0.016631020133955177, ""censoring_candidates_excluded_scoring"": 0.016148966137069454, ""sr_iii_dropped_training"": ""UNTESTABLE"", ""state_level_hiding"": ""UNTESTABLE""}",metal_state,True,True,0.0161534,-0.00382222,0.036348,-0.00382222,0.0361291,0.1208,0.0103309,0.0289266,-0.00676795,0.000164796,0.00857676,0.0239271,7,7,10000,19,0,False,True,True,unclustered_equivalent,B5,ACT_PERMUTED,B5:WITH vs B5:ACT_PERMUTED@V2,helps (WITH candidate),registered,H3,0.2416,0.2416,,20,20,False
H3,B5:ACT_PERMUTED vs B5:WITH,V2,B5:ACT_PERMUTED,B5:WITH,selection,discovery,104729,0.05,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,NO_DIFFERENCE,-0.0331473,0.000892583,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",metal_state,7,"discovery, optimistically biased (selection half)",,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",FAIL,"{""104729"": -0.016153447839298507}","{""acid_grid_rows_excluded"": -0.016631020133955177, ""censoring_candidates_excluded_scoring"": -0.016148966137069454, ""sr_iii_dropped_training"": ""UNTESTABLE"", ""state_level_hiding"": ""UNTESTABLE""}",metal_state,True,True,-0.0161534,-0.036348,0.00382222,-0.0361291,0.00382222,0.1208,0.0103309,0.0289266,0.00676795,-0.000164796,-0.0239271,-0.00857676,7,7,10000,19,0,False,True,True,unclustered_equivalent,B5,ACT_PERMUTED,B5:ACT_PERMUTED vs B5:WITH@V2,hurts (transform candidate),registered,H3,0.2416,0.2416,,20,20,False
H3,B5:WITH vs B5:WITHOUT,V2,B5:WITH,B5:WITHOUT,selection,discovery,104729,0.05,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,UNDECIDED,-0.0687034,-0.0012877,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",metal_state,7,"discovery, optimistically biased (selection half)",,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",FAIL,"{""104729"": -0.026415684977688314}","{""acid_grid_rows_excluded"": -0.02587952649226355, ""censoring_candidates_excluded_scoring"": -0.026337657400434367, ""sr_iii_dropped_training"": ""UNTESTABLE"", ""state_level_hiding"": ""UNTESTABLE""}",metal_state,True,True,-0.0264157,-0.064213,0.00139879,-0.0782749,-0.00314873,0.0732,0.0170592,0.0477659,-0.105726,-0.0889967,-0.0331461,-0.00931806,7,7,10000,19,0,False,True,True,unclustered_equivalent,B5,WITHOUT,B5:WITH vs B5:WITHOUT@V2,helps (WITH candidate),registered,H3,0.183,0.183,,20,20,False
H3,B5:WITHOUT vs B5:WITH,V2,B5:WITHOUT,B5:WITH,selection,discovery,104729,0.05,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,0.0012877,0.0687034,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",metal_state,7,"discovery, optimistically biased (selection half)",,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",FAIL,"{""104729"": 0.026415684977688314}","{""acid_grid_rows_excluded"": 0.02587952649226355, ""censoring_candidates_excluded_scoring"": 0.026337657400434367, ""sr_iii_dropped_training"": ""UNTESTABLE"", ""state_level_hiding"": ""UNTESTABLE""}",metal_state,True,True,0.0264157,-0.00139879,0.064213,0.00314873,0.0782749,0.0732,0.0170592,0.0477659,0.105726,0.0889967,0.00931806,0.0331461,7,7,10000,19,0,False,True,True,unclustered_equivalent,B5,WITHOUT,B5:WITHOUT vs B5:WITH@V2,hurts (transform candidate),registered,H3,0.183,0.183,,20,20,False
H3,B6:WITH vs B6:ACT_PERMUTED,V2,B6:WITH,B6:ACT_PERMUTED,selection,discovery,104729,0.05,UNDECIDED,PASS,PASS,PASS,UNDECIDED,UNDECIDED,PASS,0.0414387,0.134641,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",metal_state,7,"discovery, optimistically biased (selection half)",,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",UNDECIDED,"{""104729"": 0.08151866078641767}","{""acid_grid_rows_excluded"": 0.08025363411854658, ""censoring_candidates_excluded_scoring"": 0.08216738178296368, ""sr_iii_dropped_training"": ""UNTESTABLE"", ""state_level_hiding"": ""UNTESTABLE""}",metal_state,True,True,0.0815187,0.0355927,0.136451,0.0411925,0.147557,0,0.0259771,0.0727359,0.0521615,0.0554788,0.0578916,0.0952142,7,7,10000,19,0,False,True,True,unclustered_equivalent,B6,ACT_PERMUTED,B6:WITH vs B6:ACT_PERMUTED@V2,helps (WITH candidate),registered,H3,0,0,,20,20,False
H3,B6:ACT_PERMUTED vs B6:WITH,V2,B6:ACT_PERMUTED,B6:WITH,selection,discovery,104729,0.05,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,UNDECIDED,-0.134641,-0.0414387,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",metal_state,7,"discovery, optimistically biased (selection half)",,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",FAIL,"{""104729"": -0.08151866078641767}","{""acid_grid_rows_excluded"": -0.08025363411854658, ""censoring_candidates_excluded_scoring"": -0.08216738178296368, ""sr_iii_dropped_training"": ""UNTESTABLE"", ""state_level_hiding"": ""UNTESTABLE""}",metal_state,True,True,-0.0815187,-0.136451,-0.0355927,-0.147557,-0.0411925,0,0.0259771,0.0727359,-0.0521615,-0.0554788,-0.0952142,-0.0578916,7,7,10000,19,0,False,True,True,unclustered_equivalent,B6,ACT_PERMUTED,B6:ACT_PERMUTED vs B6:WITH@V2,hurts (transform candidate),registered,H3,0,0,,20,20,False
H3,B6:WITH vs B6:WITHOUT,V2,B6:WITH,B6:WITHOUT,selection,discovery,104729,0.05,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,UNDECIDED,-0.0735634,0.0493833,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",metal_state,7,"discovery, optimistically biased (selection half)",,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",FAIL,"{""104729"": -0.0052926427378806595}","{""acid_grid_rows_excluded"": -0.004978606115458306, ""censoring_candidates_excluded_scoring"": -0.005473320475482879, ""sr_iii_dropped_training"": ""UNTESTABLE"", ""state_level_hiding"": ""UNTESTABLE""}",metal_state,True,True,-0.00529264,-0.0764286,0.0579697,-0.0890215,0.0518301,0.9178,0.0347336,0.097254,-0.0428765,-0.040933,-0.0260363,0.0255563,7,7,10000,19,0,False,True,True,unclustered_equivalent,B6,WITHOUT,B6:WITH vs B6:WITHOUT@V2,helps (WITH candidate),registered,H3,0.9178,0.9178,,20,20,False
H3,B6:WITHOUT vs B6:WITH,V2,B6:WITHOUT,B6:WITH,selection,discovery,104729,0.05,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,-0.0493833,0.0735634,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",metal_state,7,"discovery, optimistically biased (selection half)",,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"sr_iii_dropped_training, state_level_hiding",FAIL,"{""104729"": 0.0052926427378806595}","{""acid_grid_rows_excluded"": 0.004978606115458306, ""censoring_candidates_excluded_scoring"": 0.005473320475482879, ""sr_iii_dropped_training"": ""UNTESTABLE"", ""state_level_hiding"": ""UNTESTABLE""}",metal_state,True,True,0.00529264,-0.0579697,0.0764286,-0.0518301,0.0890215,0.9178,0.0347336,0.097254,0.0428765,0.040933,-0.0255563,0.0260363,7,7,10000,19,0,False,True,True,unclustered_equivalent,B6,WITHOUT,B6:WITHOUT vs B6:WITH@V2,hurts (transform candidate),registered,H3,0.9178,0.9178,,20,20,False
H3,B5:WITH vs B5:WITHOUT,V1,B5:WITH,B5:WITHOUT,selection,discovery,104729,0.05,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,UNDECIDED,-0.0626294,0.0592594,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",publication_group,25,"discovery, optimistically biased (selection half)",,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"compilation_doi_groups, near_duplicate_key_groups_value_blind, sr_iii_dropped_training",FAIL,"{""104729"": 0.005429446963383988}","{""acid_grid_rows_excluded"": 0.007107288005182788, ""censoring_candidates_excluded_scoring"": 0.0038605171247971803, ""compilation_doi_groups"": ""UNTESTABLE"", ""near_duplicate_key_groups_value_blind"": ""UNTESTABLE"", ""sr_iii_dropped_training"": ""UNTESTABLE"", ""wildcard_copies_excluded_scoring"": 0.0054726097553781106}",publication_group,True,True,0.00542945,-0.0646001,0.0676393,-0.0785434,0.0602079,0.8284,0.034098,0.0954745,-0.0546717,-0.0490518,-0.00561267,0.028993,25,25,10000,19,0,False,True,True,unclustered_equivalent,B5,WITHOUT,B5:WITH vs B5:WITHOUT@V1,helps (WITH candidate),registered,H3,0.9178,0.9178,,20,20,False
H3,B5:WITHOUT vs B5:WITH,V1,B5:WITHOUT,B5:WITH,selection,discovery,104729,0.05,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,UNDECIDED,-0.0592594,0.0626294,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",publication_group,25,"discovery, optimistically biased (selection half)",,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"compilation_doi_groups, near_duplicate_key_groups_value_blind, sr_iii_dropped_training",FAIL,"{""104729"": -0.005429446963383988}","{""acid_grid_rows_excluded"": -0.007107288005182788, ""censoring_candidates_excluded_scoring"": -0.0038605171247971803, ""compilation_doi_groups"": ""UNTESTABLE"", ""near_duplicate_key_groups_value_blind"": ""UNTESTABLE"", ""sr_iii_dropped_training"": ""UNTESTABLE"", ""wildcard_copies_excluded_scoring"": -0.0054726097553781106}",publication_group,True,True,-0.00542945,-0.0676393,0.0646001,-0.0602079,0.0785434,0.8284,0.034098,0.0954745,0.0546717,0.0490518,-0.028993,0.00561267,25,25,10000,19,0,False,True,True,unclustered_equivalent,B5,WITHOUT,B5:WITHOUT vs B5:WITH@V1,hurts (transform candidate),registered,H3,0.9178,0.9178,,20,20,False
H3,B6:WITH vs B6:WITHOUT,V1,B6:WITH,B6:WITHOUT,selection,discovery,104729,0.05,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,UNDECIDED,-0.126739,0.0477084,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",publication_group,25,"discovery, optimistically biased (selection half)",,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"compilation_doi_groups, near_duplicate_key_groups_value_blind, sr_iii_dropped_training",FAIL,"{""104729"": -0.02648877406534189}","{""acid_grid_rows_excluded"": -0.022484596291713954, ""censoring_candidates_excluded_scoring"": -0.027155705551956677, ""compilation_doi_groups"": ""UNTESTABLE"", ""near_duplicate_key_groups_value_blind"": ""UNTESTABLE"", ""sr_iii_dropped_training"": ""UNTESTABLE"", ""wildcard_copies_excluded_scoring"": -0.0280080478855671}",publication_group,True,True,-0.0264888,-0.133449,0.0592326,-0.148196,0.0506978,0.6048,0.0487993,0.136638,-0.0280779,-0.0554597,-0.0404664,0.00923559,25,25,10000,19,0,False,True,True,unclustered_equivalent,B6,WITHOUT,B6:WITH vs B6:WITHOUT@V1,helps (WITH candidate),registered,H3,0.756,0.756,,20,20,False
H3,B6:WITHOUT vs B6:WITH,V1,B6:WITHOUT,B6:WITH,selection,discovery,104729,0.05,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,-0.0477084,0.126739,"conservative envelope: low = min(percentile 90 %, BCa 90 %), high = max(percentile 90 %, BCa 90 %)",publication_group,25,"discovery, optimistically biased (selection half)",,,,NOT_EVALUATED,104729,reduced sensitivity set (addendum 1),"compilation_doi_groups, near_duplicate_key_groups_value_blind, sr_iii_dropped_training",FAIL,"{""104729"": 0.02648877406534189}","{""acid_grid_rows_excluded"": 0.022484596291713954, ""censoring_candidates_excluded_scoring"": 0.027155705551956677, ""compilation_doi_groups"": ""UNTESTABLE"", ""near_duplicate_key_groups_value_blind"": ""UNTESTABLE"", ""sr_iii_dropped_training"": ""UNTESTABLE"", ""wildcard_copies_excluded_scoring"": 0.0280080478855671}",publication_group,True,True,0.0264888,-0.0592326,0.133449,-0.0506978,0.148196,0.6048,0.0487993,0.136638,0.0280779,0.0554597,-0.00923559,0.0404664,25,25,10000,19,0,False,True,True,unclustered_equivalent,B6,WITHOUT,B6:WITHOUT vs B6:WITH@V1,hurts (transform candidate),registered,H3,0.756,0.756,,20,20,False
