design,comparison,point,ci95_low,ci95_high,p_two_sided,seeds_positive,n_seeds,loco_stable,loco_min,loco_max,passes_P1,family,lead,model,set,target,value,stage,n_units,partial_rho_n_metals,ci_excludes_zero,rho_chemotype_means,clears_familywise_bar,passes_L1_rule,p_bh_within_family,_src,reference,candidate,bca_low,bca_high,bootstrap_se,mde_80,block_macro,units_improved,loco_sign_stable,margin,passes_intervals,p_perm,p_registered,ci_task_low,ci_task_high,p_task_boot,ci_block_low,ci_block_high,p_block_boot,conservative_interval,n_extractants,n_blocks,passes_registered,rule,replicates,permutations,bootstrap_seed,endpoint,p_bh_within_lead_family,budget,p_bh_lead,praw,q_bh940
corpus,stage1:ELEM_slope_vs_abs_a@S8,-0.431996172345194,-0.6627574487867257,0.0232259012173251,0.0004548077013869,,0,True,-0.501639344262295,-0.2385986106916339,False,exploratory,L1,ELEM,S8,abs_a,slope,stage1,62,-0.3661061819961118,False,-0.2428571428571428,False,False,0.0033352564768375,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004548077013869,0.0018038786468509958
corpus,stage1:ELEM_slope_vs_b@S8,0.2389514240386794,-0.1113567264008952,0.4633227883703841,0.0614269306552851,,0,True,0.1183932346723044,0.3334244702665755,False,exploratory,L1,ELEM,S8,b,slope,stage1,62,0.1496564774677181,False,0.3871921182266009,False,False,0.1589873499313261,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0614269306552851,0.12156066277045895
corpus,stage1:ELEM_slope_vs_a@S14,0.3963562753036437,-0.3982018038007484,0.6875431912752087,0.0124908391724815,,0,False,-0.0792307692307692,0.4953496006127585,False,exploratory,L1,ELEM,S14,a,slope,stage1,39,0.3963006897254866,False,0.0464396284829721,False,False,0.0422766864299374,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0124908391724815,0.0337396230521052
corpus,stage1:ELEM_slope_vs_abs_a@S14,-0.5548582995951417,-0.744732682764562,-0.0583642212079184,0.0002465659193245,,0,True,-0.6614509246088193,-0.3553846153846154,False,exploratory,L1,ELEM,S14,abs_a,slope,stage1,39,-0.5399034306219836,True,-0.4158926728586171,False,False,0.0019725273545966,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002465659193245,0.0010165437024782019
corpus,stage1:ELEM_slope_vs_b@S14,0.1884615384615384,-0.4362040829490115,0.4934185189062952,0.250563543502997,,0,False,-0.1346153846153846,0.3515406162464987,False,exploratory,L1,ELEM,S14,b,slope,stage1,39,0.1376233901334277,False,0.0567595459236326,False,False,0.4793389527883421,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.250563543502997,0.3823534592415863
corpus,stage1:ELEM_slope_vs_a@S3,0.2028229448961156,-0.1622428523654515,0.4364841675748202,0.0693766425664279,,0,True,0.080316220123658,0.2677951635846372,False,exploratory,L1,ELEM,S3,a,slope,stage1,81,0.1806688857192284,False,0.1593117408906882,False,False,0.174432701309876,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0693766425664279,0.13254886994398826
corpus,stage1:ELEM_slope_vs_abs_a@S3,-0.1936088527551942,-0.4448041308468132,0.1988609726640156,0.0833049452989717,,0,True,-0.2415742152584257,-0.0110430957580977,False,exploratory,L1,ELEM,S3,abs_a,slope,stage1,81,-0.1436630688949582,False,-0.0927125506072874,False,False,0.1981306807110679,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0833049452989717,0.1535424481981047
corpus,stage1:ELEM_slope_vs_b@S3,0.2188346883468834,-0.0901810731008217,0.4177063465398948,0.0496740010535481,,0,True,0.1043710972346119,0.2908392603129445,False,exploratory,L1,ELEM,S3,b,slope,stage1,81,0.1939751279110159,False,0.3141700404858299,False,False,0.1366035028972575,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0496740010535481,0.10353339465706256
corpus,stage1:SPECIES_slope_vs_a@S8,-0.0836795850016368,-0.2974394286363624,0.2399145534934879,0.5178778229378215,,0,False,-0.1288691303139761,0.0004530353367562,False,registered,L1,SPECIES,S8,a,slope,stage1,62,-0.0808874825693345,False,0.0270935960591132,False,False,0.5178778229378215,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5178778229378215,0.6650343627890057
corpus,stage1:SPECIES_slope_vs_abs_a@S8,0.0301427815970386,-0.3182257708829399,0.2939822794094197,0.8160975680117113,,0,False,-0.1067653276955602,0.0742428452347874,False,exploratory,L1,SPECIES,S8,abs_a,slope,stage1,62,0.0208192214678881,False,-0.0364532019704433,False,False,0.9686931173552004,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8160975680117113,0.8866574394463668
corpus,stage1:SPECIES_slope_vs_b@S8,-0.0662536828586537,-0.2635015299305326,0.2448392011718284,0.6089113843790471,,0,False,-0.1164992067689053,0.0187254605859257,False,exploratory,L1,SPECIES,S8,b,slope,stage1,62,-0.0588907551638578,False,0.0753694581280788,False,False,0.8937967025591723,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6089113843790471,0.7393858064516129
corpus,stage1:SPECIES_slope_vs_a@S14,-0.0481781376518218,-0.35606646021032,0.3447741692951742,0.7708582247850755,,0,False,-0.1217857533647007,0.033076923076923,False,exploratory,L1,SPECIES,S14,a,slope,stage1,39,-0.0461517267937083,False,0.0051599587203302,False,False,0.9686931173552004,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7708582247850755,0.8554979118039799
corpus,stage1:SPECIES_slope_vs_abs_a@S14,0.0123481781376518,-0.4272135954677054,0.2955094450023462,0.940526488686914,,0,False,-0.1469230769230769,0.0687529634898055,False,exploratory,L1,SPECIES,S14,abs_a,slope,stage1,39,-0.0111373071489749,False,-0.087719298245614,False,False,0.9686931173552004,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.940526488686914,0.9666521264994546
corpus,stage1:SPECIES_slope_vs_b@S14,-0.0751012145748987,-0.3742758631138934,0.3019324486730565,0.6495479874452132,,0,False,-0.1480468322573586,0.0246153846153846,False,exploratory,L1,SPECIES,S14,b,slope,stage1,39,-0.053985525839476,False,0.1331269349845201,False,False,0.8937967025591723,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6495479874452132,0.7705320650286571
corpus,stage1:SPECIES_slope_vs_a@S3,-0.0416666666666666,-0.2232650806314305,0.2456097079981506,0.711880348807313,,0,False,-0.0735349273323957,0.0447568365683349,False,exploratory,L1,SPECIES,S3,a,slope,stage1,81,-0.0377316899308957,False,0.1042510121457489,False,False,0.9353223647086688,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711880348807313,0.817054368594474
corpus,stage1:SPECIES_slope_vs_abs_a@S3,-0.0122628726287262,-0.2539201081244768,0.1738081614324273,0.9134765163875233,,0,False,-0.0708419206988834,0.0158696671354899,False,exploratory,L1,SPECIES,S3,abs_a,slope,stage1,81,-0.027369538750108,False,-0.0639676113360323,False,False,0.9686931173552004,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9134765163875233,0.9551367357110921
corpus,stage1:SPECIES_slope_vs_b@S3,-0.1413053297199638,-0.3466331829140778,0.1478428963695394,0.208281113511258,,0,True,-0.1757618377871542,-0.0539235288689286,False,exploratory,L1,SPECIES,S3,b,slope,stage1,81,-0.139407462463814,False,0.0008097165991902,False,False,0.4236900135001109,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208281113511258,0.3286845637583893
corpus,stage1:SPECIES_CONST_slope_vs_a@S8,0.1666666666666666,,,0.4952660907838652,,0,True,0.0732714138286893,0.3352941176470588,False,registered,L1,SPECIES_CONST,S8,a,slope,stage1,19,0.156064119736953,False,0.2131868131868131,False,False,0.5178778229378215,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4952660907838652,0.6465973963011573
corpus,stage1:SPECIES_CONST_slope_vs_abs_a@S8,0.0228070175438596,,,0.9261610601906636,,0,False,-0.0835913312693498,0.1887254901960784,False,exploratory,L1,SPECIES_CONST,S8,abs_a,slope,stage1,19,-0.0341190283628205,False,0.0769230769230769,False,False,0.9686931173552004,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9261610601906636,0.9575604395604396
corpus,stage1:SPECIES_CONST_slope_vs_b@S8,-0.1210526315789473,,,0.6215490254755144,,0,True,-0.2445820433436532,-0.0113519091847265,False,exploratory,L1,SPECIES_CONST,S8,b,slope,stage1,19,-0.0531576523390666,False,0.0945054945054945,False,False,0.8937967025591723,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6215490254755144,0.7519383319780998
corpus,stage1:SPECIES_CONST_slope_vs_a@S14,0.1545454545454545,,,0.6500339654975799,,0,True,0.006060606060606,0.4047619047619048,False,exploratory,L1,SPECIES_CONST,S14,a,slope,stage1,11,0.1620076565842964,False,,False,False,0.8937967025591723,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6500339654975799,0.7705320650286571
corpus,stage1:SPECIES_CONST_slope_vs_abs_a@S14,0.0181818181818181,,,0.9576852410216188,,0,False,-0.1757575757575757,0.2833333333333333,False,exploratory,L1,SPECIES_CONST,S14,abs_a,slope,stage1,11,0.0209945552432591,False,,False,False,0.9686931173552004,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9576852410216188,0.972164283542464
corpus,stage1:SPECIES_CONST_slope_vs_b@S14,-0.3,,,0.3700831222820676,,0,True,-0.5393939393939393,-0.0666666666666666,False,exploratory,L1,SPECIES_CONST,S14,b,slope,stage1,11,-0.3273268353539886,False,,False,False,0.5921329956513082,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3700831222820676,0.5215564242056124
corpus,stage1:SPECIES_CONST_slope_vs_a@S3,0.1985294117647059,-0.089012193556176,0.4958597891830009,0.2680520068083982,,0,True,0.1334310850439882,0.2562316715542522,False,exploratory,L1,SPECIES_CONST,S3,a,slope,stage1,33,0.2070534172235985,False,0.2147826086956521,False,False,0.4849360871635925,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2680520068083982,0.4037962923075229
corpus,stage1:SPECIES_CONST_slope_vs_abs_a@S3,-0.0123663101604278,-0.3835612975978691,0.3513487075924769,0.945544926243306,,0,False,-0.0943548387096774,0.0685483870967741,False,exploratory,L1,SPECIES_CONST,S3,abs_a,slope,stage1,33,0.0555928437691944,False,0.0156521739130434,False,False,0.9686931173552004,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945544926243306,0.9669446254071662
corpus,stage1:SPECIES_CONST_slope_vs_b@S3,0.0641711229946524,-0.361256823308221,0.4511551022053784,0.7227491000021532,,0,False,-0.0423387096774193,0.1671554252199413,False,exploratory,L1,SPECIES_CONST,S3,b,slope,stage1,33,0.057277508720611,False,0.1234782608695652,False,False,0.9353223647086688,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7227491000021532,0.8224989757893754
corpus,stage1:SPECIES_NFILLCOL_slope_vs_a@S8,0.3738258920702072,0.0081245532788124,0.6914182430576153,0.0027631203611665,,0,True,0.316250884370482,0.4592268196919359,False,exploratory,L1,SPECIES_NFILLCOL,S8,a,slope,stage1,62,0.3703399642659966,True,0.3842364532019703,False,False,0.0127976100938239,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027631203611665,0.008832214765100672
corpus,stage1:SPECIES_NFILLCOL_slope_vs_abs_a@S8,-0.3050288333207424,-0.5776592041773005,-0.0474418139741958,0.015922978501699,,0,True,-0.3865901540320145,-0.2557377049180329,False,exploratory,L1,SPECIES_NFILLCOL,S8,abs_a,slope,stage1,62,-0.3020258299370031,True,-0.4837438423645319,False,False,0.0483180037292937,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015922978501699,0.04078365065830262
corpus,stage1:SPECIES_NFILLCOL_slope_vs_b@S8,0.329707134043464,0.049776471858708,0.5777599166391673,0.0088732497059352,,0,True,0.2768546818560711,0.3986710963455149,False,exploratory,L1,SPECIES_NFILLCOL,S8,b,slope,stage1,62,0.3282779113102386,True,0.4689655172413792,False,False,0.0325352489217625,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0088732497059352,0.025047611782519786
corpus,stage1:SPECIES_NFILLCOL_slope_vs_a@S14,0.2641700404858299,-0.1603657355162272,0.6081404405197772,0.1041451560768115,,0,True,0.1374517374517374,0.366670314038735,False,exploratory,L1,SPECIES_NFILLCOL,S14,a,slope,stage1,39,0.270913750438335,False,0.2239422084623323,False,False,0.2315504900024155,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1041451560768115,0.1840158772785767
corpus,stage1:SPECIES_NFILLCOL_slope_vs_abs_a@S14,-0.2633603238866396,-0.5112796822344085,0.006533673142822,0.1052502227283707,,0,True,-0.3002801120448179,-0.2038880986249407,False,exploratory,L1,SPECIES_NFILLCOL,S14,abs_a,slope,stage1,39,-0.333467996366511,False,-0.5108359133126935,False,False,0.2315504900024155,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1052502227283707,0.18527192764919187
corpus,stage1:SPECIES_NFILLCOL_slope_vs_b@S14,0.2044534412955465,-0.1969334009860533,0.4934718253301203,0.2118450067500554,,0,True,0.1490196078431372,0.3021118284276179,False,exploratory,L1,SPECIES_NFILLCOL,S14,b,slope,stage1,39,0.2823734393893991,False,0.3642930856553147,False,False,0.4236900135001109,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2118450067500554,0.33244458488322554
corpus,stage1:SPECIES_NFILLCOL_slope_vs_a@S3,0.3785004516711833,0.0987935060793639,0.622000605794953,0.0004937264569891,,0,True,0.3394941900205058,0.472515303454428,False,exploratory,L1,SPECIES_NFILLCOL,S3,a,slope,stage1,81,0.3788238997284074,True,0.4467611336032389,False,False,0.0033421483242342,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004937264569891,0.001950012057015773
corpus,stage1:SPECIES_NFILLCOL_slope_vs_abs_a@S3,-0.1700090334236675,-0.3649530451842081,0.0552225125384691,0.1291735674283239,,0,True,-0.2082981715893108,-0.1282132424537488,False,exploratory,L1,SPECIES_NFILLCOL,S3,abs_a,slope,stage1,81,-0.1743191906997257,False,-0.1894736842105263,False,False,0.2772505837485977,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1291735674283239,0.21957170593602976
corpus,stage1:SPECIES_NFILLCOL_slope_vs_b@S3,0.3067976513098464,0.0441777907889109,0.5623585219836957,0.0053398743933899,,0,True,0.2755665387244334,0.3842935802393183,False,exploratory,L1,SPECIES_NFILLCOL,S3,b,slope,stage1,81,0.3066021399355133,True,0.5097165991902833,False,False,0.0234954473309156,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0053398743933899,0.01593486326916351
corpus,stage1:NAIVE_quad_vs_a@S8,-0.4160308226939639,-0.7015370128173958,0.1249360360439568,0.0007709752394178,,0,True,-0.5289802722978606,-0.2487163998791905,False,exploratory,L1,NAIVE,S8,a,quad,stage1,62,-0.4125065294803395,False,-0.2280788177339901,False,False,0.0045230547379183,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007709752394178,0.002934075809930089
corpus,stage1:NAIVE_quad_vs_abs_a@S8,0.3328296945430737,-0.1030518721007759,0.6049116830331258,0.0082128735425244,,0,True,0.1534279673814557,0.4345181134654819,False,exploratory,L1,NAIVE,S8,abs_a,quad,stage1,62,0.3300174926039909,False,0.305911330049261,False,False,0.0314231683366151,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082128735425244,0.023253316656544985
corpus,stage1:NAIVE_quad_vs_b@S8,-0.4957064793130367,-0.7011231102482486,-0.1473400579297609,4.191165909931469e-05,,0,True,-0.5651569880522368,-0.4509911141490089,False,exploratory,L1,NAIVE,S8,b,quad,stage1,62,-0.5025588190698053,True,-0.3827586206896551,False,False,0.000526889428677,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.191165909931469e-05,0.00019407369238106308
corpus,stage1:NAIVE_quad_vs_a@S14,-0.6364372469635627,-0.8539078115153803,-0.2618457188931889,1.330153702882886e-05,,0,True,-0.7365138417769996,-0.5900000000000001,False,exploratory,L1,NAIVE,S14,a,quad,stage1,39,-0.6364352006059402,True,-0.6016511867905057,False,True,0.0001950892097561,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.330153702882886e-05,6.189824161930262e-05
corpus,stage1:NAIVE_quad_vs_abs_a@S14,0.397165991902834,-0.1003080197132616,0.6688927366504439,0.0122960149537978,,0,True,0.1576923076923077,0.5291316526610644,False,exploratory,L1,NAIVE,S14,abs_a,quad,stage1,39,0.3912111874188497,False,0.3168214654282766,False,False,0.0422766864299374,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0122960149537978,0.033405358544999805
corpus,stage1:NAIVE_quad_vs_b@S14,-0.6534412955465587,-0.7966380999357167,-0.3131877298124446,6.484476035165046e-06,,0,True,-0.6746153846153846,-0.6204481792717087,False,exploratory,L1,NAIVE,S14,b,quad,stage1,39,-0.6757769802587362,True,-0.7502579979360166,True,False,0.0001950892097561,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.484476035165046e-06,3.09411546855591e-05
corpus,stage1:NAIVE_quad_vs_a@S3,-0.4695472249269717,-0.6822107279768277,-0.0130038905548514,1.2688185195713172e-05,,0,True,-0.5642515379357484,-0.3079972658920027,False,exploratory,L1,NAIVE,S3,a,quad,stage1,79,-0.4477873455252275,True,-0.3270598533756428,False,True,0.0001950892097561,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2688185195713172e-05,5.9337781512290454e-05
corpus,stage1:NAIVE_quad_vs_abs_a@S3,0.4241723466407011,0.0785407033036529,0.608525739456707,9.792998632504555e-05,,0,True,0.3068352699931647,0.4961091540038908,False,exploratory,L1,NAIVE,S3,abs_a,quad,stage1,79,0.3698291114171946,True,0.4745595798227377,False,False,0.0009575376440671,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.792998632504555e-05,0.00044904481534411135
corpus,stage1:NAIVE_quad_vs_b@S3,-0.3626582278481013,-0.5722271139421273,-0.0569532825353637,0.0010213448252975,,0,True,-0.4120815892967791,-0.3154078736270517,False,exploratory,L1,NAIVE,S3,b,quad,stage1,79,-0.3293554330964801,True,-0.2358026042236568,False,False,0.0056173965391367,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010213448252975,0.0036228835312439624
corpus,stage1:ELEM_quad_vs_a@S8,-0.0747651784140414,-0.3099085319086664,0.3183636255401771,0.5635813415487274,,0,False,-0.1078794288736118,0.0354877680459075,False,exploratory,L1,ELEM,S8,a,quad,stage1,62,-0.0521481279790509,False,-0.0551724137931034,False,False,0.8550889320049657,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5635813415487274,0.709192049606163
corpus,stage1:ELEM_quad_vs_abs_a@S8,0.2422754400543929,-0.0206387022163608,0.4725200462134077,0.0577979748704359,,0,True,0.1946651847735482,0.3023268112109994,False,exploratory,L1,ELEM,S8,abs_a,quad,stage1,62,0.1778137787031803,False,0.21871921182266,False,False,0.1541279329878292,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0577979748704359,0.11511016949152543
corpus,stage1:ELEM_quad_vs_b@S8,-0.1373674800433129,-0.4285320443782197,0.093473781574433,0.2870219415919269,,0,True,-0.2091592617908407,-0.0970386039132733,False,exploratory,L1,ELEM,S8,b,quad,stage1,62,-0.0627790939264359,False,-0.3453201970443349,False,False,0.4896547438719987,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2870219415919269,0.4282549604704941
corpus,stage1:ELEM_quad_vs_a@S14,-0.0587044534412955,-0.2900681610037565,0.4258018266919446,0.7225987434937077,,0,False,-0.1294452347083926,0.0892307692307692,False,exploratory,L1,ELEM,S14,a,quad,stage1,39,-0.0563154386121081,False,-0.0980392156862745,False,False,0.9353223647086688,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7225987434937077,0.8224989757893754
corpus,stage1:ELEM_quad_vs_abs_a@S14,0.241497975708502,-0.1196988378952217,0.6398761640421544,0.1385777139525749,,0,True,0.1557422969187675,0.3707692307692308,False,exploratory,L1,ELEM,S14,abs_a,quad,stage1,39,0.2296604185312064,False,0.434468524251806,False,False,0.2903533054244427,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1385777139525749,0.23219795207739824
corpus,stage1:ELEM_quad_vs_b@S14,0.0257085020242915,-0.294137563869454,0.3926261574179147,0.8765442001467484,,0,False,-0.0644257703081232,0.1084615384615384,False,exploratory,L1,ELEM,S14,b,quad,stage1,39,0.0622077396861259,False,-0.0939112487100103,False,False,0.9686931173552004,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8765442001467484,0.9273115860517436
corpus,stage1:ELEM_quad_vs_a@S3,0.0251947419668938,-0.2085338869179938,0.2961126724107083,0.8255585811155618,,0,False,-0.0163828211773417,0.0784741574215258,False,exploratory,L1,ELEM,S3,a,quad,stage1,79,0.0421002658044582,False,-0.0031732136995294,False,False,0.9686931173552004,L1/contrasts_stage1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8255585811155618,0.8940380947564839
