section,quantity,quoted_value,artefact_path,artefact_value,abs_diff,verdict
2a,saved BR conf CI low,0.252,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,0.2521036799613133,0.0001036799613132744,match
2a,saved BR conf CI high,4.195,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,4.195166577260915,0.00016657726091473535,match
2a,saved BQ discovery,2.179,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,2.1789980625836822,1.9374163175989167e-06,match
2a,saved BQ disc CI low,0.468,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,0.4682765413067176,0.0002765413067175593,match
2a,saved BQ disc CI high,4.07,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,4.069607086751335,0.0003929132486648612,match
2a,saved BQ confirmation,2.123,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,2.1225764925042943,0.0004235074957059659,match
2a,saved BQ conf CI low,0.248,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,0.2482447883751087,0.0002447883751086899,match
2a,saved BQ conf CI high,4.196,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,4.195569945284751,0.0004300547152489287,match
2a,saved A discovery,2.492,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,2.4915092721446888,0.0004907278553112349,match
2a,saved A disc CI low,0.771,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,0.7708890886974877,0.00011091130251228432,match
2a,saved A disc CI high,4.544,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,4.544156307830471,0.00015630783047182462,match
2a,saved A confirmation,2.285,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,2.284612992421185,0.00038700757881526826,match
2a,saved A conf CI low,0.62,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,0.6196230147672721,0.00037698523272788886,match
2a,saved A conf CI high,4.366,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,4.365712115005996,0.00028788499400356216,match
2a,saved BP discovery,1.988,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,1.988219820835213,0.00021982083521310258,match
2a,saved BP disc CI low,0.443,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,0.442490226935938,0.0005097730640620246,mismatch
2a,saved BP disc CI high,3.781,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,3.7807742090797767,0.00022579092022345648,match
2a,saved BP confirmation,1.909,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,1.9089851922632064,1.4807736793631676e-05,match
2a,saved BP conf CI low,0.36,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,0.3597825823743442,0.00021741762565580247,match
2a,saved BP conf CI high,3.76,gen16_leads/results/confirmation/discovery_vs_confirmation.csv,3.760156005486706,0.00015600548670624548,match
headline/2,E_random,6.906,gen16_leads/results/L3/l3a_saved.csv,6.905645338426908,0.00035466157309205215,match
headline/2,E_model BP,4.92,gen16_leads/results/L3/l3a_saved.csv,4.917425517591694,0.0025744824083062667,match
headline/2,saved BP,1.99,gen16_leads/results/L3/l3a_saved.csv,1.988219820835213,0.0017801791647868992,match
headline/2,saved fraction BP (%),28.8,gen16_leads/results/L3/l3a_saved.csv,28.79122404059236,0.008775959407639533,match
2b,HEAVIER_ALWAYS saved BP,0.0,gen16_leads/results/L3/l3a_saved.csv,0.0,0.0,match
2b,DIR_DONORS13 saved BP,-3.14,gen16_leads/results/refutation/L3A/B/refute_l3a_B_competitors.csv,-3.1424913446097524,0.0024913446097523106,match
2b,"G14 increment over DIR_DONORS13, BP",5.13,gen16_leads/results/refutation/L3A/B/refute_l3a_B_competitor_increments.csv,5.130711165444966,0.0007111654449660776,match
2c,headline re-derived,1.98822,gen16_leads/results/refutation/L3A/B/refute_l3a_B_checks.csv,1.988219820835213,1.7916478700641392e-07,match
2c,drop sc009,1.459,gen16_leads/results/refutation/L3A/B/refute_l3a_B_checks.csv,1.45905979045688,5.97904568799823e-05,match
2c,sc009-only,0.386,gen16_leads/results/refutation/L3A/B/refute_l3a_B_checks.csv,0.3858747648573882,0.00012523514261181257,match
2c,within-publication saved BP,0.0046,gen16_leads/results/refutation/L3A/B/refute_l3a_B_withinpub.csv,0.004624049166732,2.404916673199968e-05,match
2c,within-publication CI low,-0.016,gen16_leads/results/refutation/L3A/B/refute_l3a_B_withinpub.csv,-0.0161936102099773,0.00019361020997729975,match
2c,within-publication CI high,0.022,gen16_leads/results/refutation/L3A/B/refute_l3a_B_withinpub.csv,0.0220524341850561,5.2434185056102894e-05,match
2c,within-publication constant-call fraction (%),69.6,gen16_leads/results/refutation/L3A/B/refute_l3a_B_withinpub.csv,69.59349593495935,0.006504065040644491,match
2c,within-publication n publications,4,gen16_leads/results/refutation/L3A/B/refute_l3a_B_withinpub.csv,4.0,0.0,match
2c,within-chemotype saved BP,0.334,gen16_leads/results/refutation/L3A/B/refute_l3a_B_withinpub.csv,0.3334504504445281,0.0005495495554719287,mismatch
2c,LOPO min,1.506,gen16_leads/results/refutation/L3A/B/refute_l3a_B_withinpub.csv,1.506448108736343,0.0004481087363430447,match
2c,LOPO max,2.428,gen16_leads/results/refutation/L3A/B/refute_l3a_B_withinpub.csv,2.42827467475675,0.0002746747567501373,match
2c,LOPO sign flips,0,gen16_leads/results/refutation/L3A/B/refute_l3a_B_withinpub.csv,0.0,0.0,match
2c,LOPO n publications,58,gen16_leads/results/refutation/L3A/B/refute_l3a_B_withinpub.csv,58.0,0.0,match
2c,n_metals-stratified real-shuffled BP,1.886,gen16_leads/results/refutation/L3A/A/checks_stage2.json,1.8861010667759022,0.00010106677590226987,match
2c,n_metals attributable share (%),5,gen16_leads/results/refutation/L3A/A/checks_stage2.json,5.136190324086687,0.1361903240866873,match
2,"perfect-sign ceiling, within publication",0.414,gen16_leads/results/refutation/L3A/B/refute_l3a_B_ceiling.csv,0.4137700939530207,0.00022990604697925576,match
2,headroom captured within publication (%),1.1,gen16_leads/results/refutation/L3A/B/refute_l3a_B_ceiling.csv,1.1175406909077101,0.017540690907710044,match
2,headroom captured pooled (%),47.3,gen16_leads/results/refutation/L3A/B/refute_l3a_B_ceiling.csv,47.28283112553099,0.017168874469007278,match
2c,"fold-pure saved BP (report gives words, no number)",not printed,gen16_leads/results/refutation/L3A/B/refute_l3a_B_foldpure.csv,0.9061,,not_found
2c,"fold-pure saved fraction BP (report gives words, no number)",not printed,gen16_leads/results/refutation/L3A/B/refute_l3a_B_foldpure.csv,16.4,,not_found
3,_RANDOM regret,1.762,gen16_leads/results/L3/l3c_metrics.csv,1.7620114361199328,1.1436119932817235e-05,match
3,_RANDOM spearman,0.0,gen16_leads/results/L3/l3c_metrics.csv,0.0,0.0,match
3,G14 regret,1.454,gen16_leads/results/L3/l3c_metrics.csv,1.454076821672505,7.682167250511185e-05,match
3,G14 spearman,0.352,gen16_leads/results/L3/l3c_metrics.csv,0.3523074904978052,0.0003074904978052073,match
3,NAIVE_LINE@k1 regret,0.339,gen16_leads/results/L3/l3c_metrics.csv,0.3394641771594185,0.00046417715941848847,match
3,NAIVE_LINE@k1 spearman,0.799,gen16_leads/results/L3/l3c_metrics.csv,0.7991249794306369,0.00012497943063682904,match
3,G14@k1 regret,0.361,gen16_leads/results/L3/l3c_metrics.csv,0.3605023977428453,0.0004976022571546723,match
3,G14@k1 spearman,0.772,gen16_leads/results/L3/l3c_metrics.csv,0.7722953398977976,0.0002953398977976196,match
3,one measurement worth (log units of regret),1.09,gen16_leads/results/L3/l3c_metrics.csv,1.0935744239296596,0.003574423929659565,match
3,G14@k1-NAIVE regret B,0.003,gen16_leads/results/L3/l3c_contrasts.csv,0.0031823470267847,0.00018234702678470013,match
3,G14@k1-NAIVE regret BR,0.002,gen16_leads/results/L3/l3c_contrasts.csv,0.0018102920181843,0.00018970798181570003,match
3,G14@k1-NAIVE regret BQ,-0.003,gen16_leads/results/L3/l3c_contrasts.csv,-0.0029088389131337,9.116108686629994e-05,match
3,G14@k1-NAIVE regret A,-0.017,gen16_leads/results/L3/l3c_contrasts.csv,-0.0167952772600623,0.00020472273993770232,match
3,G14@k1-NAIVE regret BP,-0.021,gen16_leads/results/L3/l3c_contrasts.csv,-0.0210382205834268,3.822058342679846e-05,match
3,"spearman contrast, least negative",-0.022,gen16_leads/results/L3/l3c_contrasts.csv,-0.0216663306500021,0.00033366934999790043,match
3,"spearman contrast, most negative",-0.027,gen16_leads/results/L3/l3c_contrasts.csv,-0.0268296395328392,0.00017036046716080097,match
3,spearman contrast p min,0.013,gen16_leads/results/L3/l3c_contrasts.csv,0.013,0.0,match
3,spearman contrast p max,0.026,gen16_leads/results/L3/l3c_contrasts.csv,0.026,0.0,match
4a,"rho(slope,a) NAIVE S8",0.392,gen16_leads/results/L1/stage1_stats.csv,0.3920072523985797,7.252398579682406e-06,match
4a,"rho(slope,a) NAIVE S14",0.644,gen16_leads/results/L1/stage1_stats.csv,0.6439271255060729,7.287449392712197e-05,match
4a,"rho(slope,a) SPECIES_NFILLCOL S8",0.374,gen16_leads/results/L1/stage1_stats.csv,0.3738258920702072,0.00017410792979277723,match
4a,"rho(slope,a) SPECIES_NFILLCOL S14",0.264,gen16_leads/results/L1/stage1_stats.csv,0.2641700404858299,0.00017004048582991427,match
4a,"rho(slope,a) ELEM S8",0.313,gen16_leads/results/L1/stage1_stats.csv,0.3133892372390521,0.00038923723905209817,match
4a,"rho(slope,a) ELEM S14",0.396,gen16_leads/results/L1/stage1_stats.csv,0.3963562753036437,0.00035627530364368276,match
4a,"rho(slope,a) SPECIES_CONST S8",0.167,gen16_leads/results/L1/stage1_stats.csv,0.1666666666666666,0.00033333333333340764,match
4a,"rho(slope,a) SPECIES_CONST S14",0.155,gen16_leads/results/L1/stage1_stats.csv,0.1545454545454545,0.00045454545454548523,match
4a,"rho(slope,a) SPECIES S8",-0.084,gen16_leads/results/L1/stage1_stats.csv,-0.0836795850016368,0.00032041499836320264,match
4a,"rho(slope,a) SPECIES S14",-0.048,gen16_leads/results/L1/stage1_stats.csv,-0.0481781376518218,0.00017813765182179975,match
4a,column header n for S8,62,gen16_leads/results/L1/stage1_stats.csv,62,0.0,match
4a,column header n for S14,39,gen16_leads/results/L1/stage1_stats.csv,39,0.0,match
4a,"n behind the SPECIES_CONST S14 cell (+0.155), header says 39",39,gen16_leads/results/L1/stage1_stats.csv,11,28.0,mismatch
4a,"n behind the SPECIES_CONST S8 cell (+0.167), row label says 19",19,gen16_leads/results/L1/stage1_stats.csv,19,0.0,match
4b,split-half reliability SPECIES,-0.272,gen16_leads/results/refutation/L1NULL/B/checkJ_reliability_modelfree.csv,-0.2723426758328927,0.00034267583289265824,match
4b,between-extractant slope sd (eV),0.203,gen16_leads/results/refutation/L1NULL/B/checkJ_reliability_modelfree.csv,0.2030323770432755,3.23770432754944e-05,match
4b,within-series SE (eV),0.329,gen16_leads/results/refutation/L1NULL/B/checkJ_reliability_modelfree.csv,0.3293731813335044,0.000373181333504391,match
4b,jackknife reliability,0.0,gen16_leads/results/refutation/L1NULL/B/checkJ_reliability_modelfree.csv,0.0,0.0,match
4b,"retained fraction, SPECIES",0.42,gen16_leads/results/refutation/L1NULL/A/A5_attenuation.csv,0.4162878072192416,0.0037121927807584054,match
4b,CYCLE_ADD rho S8,0.29,gen16_leads/results/refutation/L1NULL/A/A5_injection.csv,0.2906247639193171,0.0006247639193170951,match
4b,FIXCYC_CONSTNLIGS rho S8,0.34,gen16_leads/results/refutation/L1NULL/B/checkB_fixedcycle_stats.csv,0.3384704489939815,0.0015295510060185369,match
4b,FIXCYC_CONSTNLIGS rho S14,0.45,gen16_leads/results/refutation/L1NULL/B/checkB_fixedcycle_stats.csv,0.4477732793522267,0.002226720647773295,match
4b,Fisher CI low at n=19,-0.337,gen16_leads/results/refutation/L1NULL/B/checkA_power.csv,-0.3373684893280156,0.00036848932801558654,match
4b,Fisher CI high at n=19,0.597,gen16_leads/results/refutation/L1NULL/B/checkA_power.csv,0.5964771939202422,0.0005228060797577427,mismatch
4b,"power at n=19, truth rho=0.4",0.36,gen16_leads/results/refutation/L1NULL/A/A5_power.csv,0.3591281821820749,0.0008718178179251135,match
4,gamma_water minus per-element yardstick (eV),0.34,gen16_leads/results/L1/stage1_decision.json,0.34164277141508137,0.0016427714150813455,match
4,gamma_nitrate minus per-element yardstick (eV): report says the fitted species energies land within 0.34 eV,0.34,gen16_leads/results/L1/stage1_decision.json,17.761470481351182,17.421470481351182,mismatch
4,Stage 2 array tasks,361,gen16_leads/results/L1/reference_species/summary.json,361,0.0,match
4,Stage 2 CPU-hours,6.7,gen16_leads/results/L1/reference_species/summary.json,6.67,0.03000000000000025,match
4,Stage 2 memory per task (GB),2,gen16_leads/results/L1/reference_species/summary.json,2,0.0,match
4,Stage 2 wall minutes at 20 concurrent,20,gen16_leads/results/L1/reference_species/summary.json,19.8,0.1999999999999993,match
5,FLAT B,0.5885,gen16_leads/results/L2/gate_board.csv,0.5885062528901843,6.252890184299531e-06,match
5,FLAT BR,0.5885,gen16_leads/results/L2/gate_board.csv,0.5885062528901843,6.252890184299531e-06,match
5,FLAT BQ,0.5885,gen16_leads/results/L2/gate_board.csv,0.5885062528901843,6.252890184299531e-06,match
5,FLAT A,0.5885,gen16_leads/results/L2/gate_board.csv,0.5885062528901843,6.252890184299531e-06,match
5,FLAT BP,0.5885,gen16_leads/results/L2/gate_board.csv,0.5885062528901843,6.252890184299531e-06,match
5,G14 B,0.4932,gen16_leads/results/L2/gate_board.csv,0.4932079570494346,7.957049434570429e-06,match
5,G14 BR,0.4906,gen16_leads/results/L2/gate_board.csv,0.4905920517292001,7.948270799862378e-06,match
5,G14 BQ,0.4905,gen16_leads/results/L2/gate_board.csv,0.4905432048899747,4.320488997472394e-05,match
5,G14 A,0.4921,gen16_leads/results/L2/gate_board.csv,0.4921339378474482,3.3937847448206604e-05,match
5,G14 BP,0.5001,gen16_leads/results/L2/gate_board.csv,0.5000794414203691,2.0558579630902685e-05,match
5,O_CURV B,0.4216,gen16_leads/results/L2/gate_board.csv,0.4215775121790396,2.248782096037072e-05,match
5,O_CURV BR,0.4218,gen16_leads/results/L2/gate_board.csv,0.4217905352734347,9.46472656532249e-06,match
5,O_CURV BQ,0.4233,gen16_leads/results/L2/gate_board.csv,0.423347706147099,4.7706147098980356e-05,match
5,O_CURV A,0.4168,gen16_leads/results/L2/gate_board.csv,0.416797083732144,2.9162678559790933e-06,match
5,O_CURV BP,0.4272,gen16_leads/results/L2/gate_board.csv,0.427211062058019,1.1062058018984633e-05,match
5,O_CURV_LPO B,0.4634,gen16_leads/results/L2/gate_board.csv,0.4633772643183949,2.2735681605101643e-05,match
5,O_CURV_LPO BR,0.4638,gen16_leads/results/L2/gate_board.csv,0.4637546571297061,4.5342870293896276e-05,match
5,O_CURV_LPO BQ,0.4642,gen16_leads/results/L2/gate_board.csv,0.4641723654237329,2.7634576267088207e-05,match
5,O_CURV_LPO A,0.4599,gen16_leads/results/L2/gate_board.csv,0.4598783243337738,2.167566622618411e-05,match
5,O_CURV_LPO BP,0.4714,gen16_leads/results/L2/gate_board.csv,0.4713806236569845,1.937634301546476e-05,match
5,headroom B,0.0298,gen16_leads/results/L2/gate_contrasts.csv,0.0298306927310397,3.069273103969983e-05,match
5,headroom BR,0.0268,gen16_leads/results/L2/gate_contrasts.csv,0.026837394599494,3.73945994939992e-05,match
5,headroom BQ,0.0264,gen16_leads/results/L2/gate_contrasts.csv,0.0263708394662417,2.9160533758298274e-05,match
5,headroom A,0.0323,gen16_leads/results/L2/gate_contrasts.csv,0.0322556135136743,4.438648632570236e-05,match
5,headroom BP,0.0287,gen16_leads/results/L2/gate_contrasts.csv,0.0286988177633845,1.182236615500376e-06,match
5,headroom BP CI low,-0.0013,gen16_leads/results/L2/gate_contrasts.csv,-0.0013004305051371,4.305051371001657e-07,match
5,headroom BP CI high,0.0532,gen16_leads/results/L2/gate_contrasts.csv,0.0531941393250933,5.860674906696395e-06,match
5,headroom BP p,0.061,gen16_leads/results/L2/gate_contrasts.csv,0.0608,0.0001999999999999988,match
5,bootstrap SE,0.014,gen16_leads/results/L2/gate_contrasts.csv,0.0138027752451583,0.00019722475484170061,match
5,minimum detectable headroom,0.039,gen16_leads/results/L2/gate_contrasts.csv,0.0386477706864434,0.00035222931355659987,match
1/5,oracle-noise share of the gen15 in-sample headroom,0.044,gen16_leads/results/L2/gate_contrasts.csv,0.0441695615989655,0.00016956159896550083,match
1/5,gen15 in-sample OCURV headroom,0.073,gen16_leads/results/L2/gate_contrasts.csv,0.07286837936235,0.0001316206376500012,match
5,BCa lower bound BP (report prints only the percentile interval),not printed,gen16_leads/results/L2/gate_contrasts.csv,5.735490852111823e-06,,not_found
6a,RANDOM @ 6,0.626,gen16_leads/results/L4/curve.csv,0.6263779318453481,0.00037793184534806734,match
6a,RANDOM @ 9,0.608,gen16_leads/results/L4/curve.csv,0.6081656849240824,0.00016568492408242097,match
6a,RANDOM @ 12,0.578,gen16_leads/results/L4/curve.csv,0.5780645037530585,6.450375305855349e-05,match
6a,RANDOM @ 16,0.553,gen16_leads/results/L4/curve.csv,0.5525012508576486,0.0004987491423514845,match
6a,RANDOM @ 20,0.524,gen16_leads/results/L4/curve.csv,0.5241937323459265,0.00019373234592645616,match
6a,RANDOM @ 24,0.511,gen16_leads/results/L4/curve.csv,0.5110452953407846,4.5295340784567983e-05,match
6a,MAXMIN @ 6,0.599,gen16_leads/results/L4/curve.csv,0.5989165518986618,8.344810133820157e-05,match
6a,MAXMIN @ 9,0.613,gen16_leads/results/L4/curve.csv,0.6125514245000182,0.0004485754999817848,match
6a,MAXMIN @ 12,0.609,gen16_leads/results/L4/curve.csv,0.6086223443941735,0.00037765560582647684,match
6a,MAXMIN @ 16,0.591,gen16_leads/results/L4/curve.csv,0.5908899381988395,0.00011006180116046593,match
6a,MAXMIN @ 20,0.526,gen16_leads/results/L4/curve.csv,0.5261637499649574,0.0001637499649573826,match
6a,MAXMIN @ 24,0.512,gen16_leads/results/L4/curve.csv,0.512064140517662,6.414051766201467e-05,match
6a,UNCERT @ 6,0.663,gen16_leads/results/L4/curve.csv,0.6629598652166738,4.013478332620668e-05,match
6a,UNCERT @ 9,0.636,gen16_leads/results/L4/curve.csv,0.6363775142328875,0.0003775142328874548,match
6a,UNCERT @ 12,0.606,gen16_leads/results/L4/curve.csv,0.6058773241337179,0.00012267586628211813,match
6a,UNCERT @ 16,0.524,gen16_leads/results/L4/curve.csv,0.5236403722049726,0.00035962779502740627,match
6a,UNCERT @ 20,0.52,gen16_leads/results/L4/curve.csv,0.5199602145674336,3.9785432566441514e-05,match
6a,UNCERT @ 24,0.517,gen16_leads/results/L4/curve.csv,0.5168960549531443,0.00010394504685573569,match
6a,AOPT @ 6,0.57,gen16_leads/results/L4/curve.csv,0.5697893667771213,0.00021063322287862007,match
6a,AOPT @ 9,0.523,gen16_leads/results/L4/curve.csv,0.5229821977582275,1.7802241772502114e-05,match
6a,AOPT @ 12,0.509,gen16_leads/results/L4/curve.csv,0.5089522778258624,4.772217413762103e-05,match
6a,AOPT @ 16,0.492,gen16_leads/results/L4/curve.csv,0.4923186081830599,0.0003186081830598986,match
6a,AOPT @ 20,0.503,gen16_leads/results/L4/curve.csv,0.5033477155391515,0.0003477155391514719,match
6a,AOPT @ 24,0.503,gen16_leads/results/L4/curve.csv,0.5025663224782961,0.000433677521703868,match
6a,"full (FULL, BP)",0.5,gen16_leads/results/L4/curve.csv,0.5000794414203691,7.94414203690863e-05,match
6a,full budget in chemotypes,29,gen16_leads/results/L4/curve.csv,29.36,0.35999999999999943,match
6b,AOPT_vs_RANDOM B,-0.012,gen16_leads/results/L4/contrasts_abc.csv,-0.0119072716955267,9.272830447330099e-05,match
6b,AOPT_vs_RANDOM BR,0.023,gen16_leads/results/L4/contrasts_abc.csv,0.0234521579422703,0.0004521579422703016,match
6b,AOPT_vs_RANDOM BQ,-0.003,gen16_leads/results/L4/contrasts_abc.csv,-0.0033717201208693,0.0003717201208693001,match
6b,AOPT_vs_RANDOM A,0.037,gen16_leads/results/L4/contrasts_abc.csv,0.0367464942577537,0.00025350574224630024,match
6b,AOPT_vs_RANDOM BP,0.05,gen16_leads/results/L4/contrasts_abc.csv,0.0500653184175216,6.53184175215954e-05,match
6b,AOPT_vs_MAXMIN B,-0.004,gen16_leads/results/L4/contrasts_abc.csv,-0.0038508153863838,0.00014918461361620007,match
6b,AOPT_vs_MAXMIN BR,0.042,gen16_leads/results/L4/contrasts_abc.csv,0.0417216590642302,0.00027834093576980384,match
6b,AOPT_vs_MAXMIN BQ,0.01,gen16_leads/results/L4/contrasts_abc.csv,0.0102729891478684,0.00027298914786839934,match
6b,AOPT_vs_MAXMIN A,0.053,gen16_leads/results/L4/contrasts_abc.csv,0.0530262470701211,2.6247070121103444e-05,match
6b,AOPT_vs_MAXMIN BP,0.058,gen16_leads/results/L4/contrasts_abc.csv,0.0582086101520989,0.00020861015209889394,match
6b,UNCERT_vs_RANDOM B,-0.031,gen16_leads/results/L4/contrasts_abc.csv,-0.0310417712613688,4.177126136880108e-05,match
6b,UNCERT_vs_RANDOM BR,-0.004,gen16_leads/results/L4/contrasts_abc.csv,-0.0040808719101528,8.087191015280007e-05,match
6b,UNCERT_vs_RANDOM BQ,0.003,gen16_leads/results/L4/contrasts_abc.csv,0.003460481622222,0.00046048162222200005,match
6b,UNCERT_vs_RANDOM A,-0.018,gen16_leads/results/L4/contrasts_abc.csv,-0.0180168616572235,1.6861657223501275e-05,match
6b,UNCERT_vs_RANDOM BP,-0.011,gen16_leads/results/L4/contrasts_abc.csv,-0.0108938243736635,0.00010617562633650005,match
6b,UNCERT_vs_MAXMIN B,-0.023,gen16_leads/results/L4/contrasts_abc.csv,-0.0229853149522259,1.468504777410104e-05,match
6b,UNCERT_vs_MAXMIN BR,0.014,gen16_leads/results/L4/contrasts_abc.csv,0.0141886292118069,0.00018862921180689933,match
6b,UNCERT_vs_MAXMIN BQ,0.017,gen16_leads/results/L4/contrasts_abc.csv,0.0171051908909598,0.00010519089095979706,match
6b,UNCERT_vs_MAXMIN A,-0.002,gen16_leads/results/L4/contrasts_abc.csv,-0.0017371088448561,0.0002628911551439,match
6b,UNCERT_vs_MAXMIN BP,-0.003,gen16_leads/results/L4/contrasts_abc.csv,-0.0027505326390862,0.0002494673609137999,match
6,SIZE_vs_RANDOM B,0.028,gen16_leads/results/refutation/L4BP/B/contrasts_size.csv,0.0277497372965342,0.0002502627034658006,match
6,SIZE_vs_RANDOM BR,0.019,gen16_leads/results/refutation/L4BP/B/contrasts_size.csv,0.0190909337267218,9.093372672180217e-05,match
6,SIZE_vs_RANDOM BQ,0.026,gen16_leads/results/refutation/L4BP/B/contrasts_size.csv,0.0258120030046081,0.00018799699539190015,match
6,SIZE_vs_RANDOM A,0.023,gen16_leads/results/refutation/L4BP/B/contrasts_size.csv,0.0228557579144853,0.00014424208551469878,match
6,SIZE_vs_RANDOM BP,0.045,gen16_leads/results/refutation/L4BP/B/contrasts_size.csv,0.0453578469728898,0.00035784697288979844,match
6,AOPT_vs_SIZE BP,0.005,gen16_leads/results/refutation/L4BP/B/contrasts_size.csv,0.0047074714446317,0.0002925285553683002,match
6,AOPT_vs_SIZE BP p,0.36,gen16_leads/results/refutation/L4BP/B/contrasts_size.csv,0.3564,0.003599999999999992,match
6,"Spearman(pick position, chemotype CELL count) as worded",-0.63,gen16_leads/results/refutation/L4BP/A/order_size_correlation.csv,-0.452430697298886,0.17756930270111398,mismatch
6,"Spearman(pick position, WELL-DETERMINED cell count)",-0.63,gen16_leads/results/refutation/L4BP/A/order_size_correlation.csv,-0.6310287310460598,0.0010287310460598276,match
6,AOPT training-cell share at budget 6 (%),72,gen16_leads/results/refutation/L4BP/A/order_size_share.csv,72.36408343984922,0.36408343984922453,match
6,RANDOM training-cell share at budget 6 (%),18,gen16_leads/results/refutation/L4BP/A/order_size_share.csv,17.621329569832675,0.3786704301673254,match
