design,comparison,point,ci95_low,ci95_high,p_two_sided,seeds_positive,n_seeds,loco_stable,loco_min,loco_max,passes_P1,family,lead,model,set,target,value,stage,n_units,partial_rho_n_metals,ci_excludes_zero,rho_chemotype_means,clears_familywise_bar,passes_L1_rule,p_bh_within_family
corpus,stage2:ELEM_slope_vs_abs_a@S8,-0.38928760293117776,-0.5797116141282761,-0.0394366037183711,0.001764603054749573,,0,True,-0.4567953463775779,-0.28254303835699185,False,exploratory,L1,ELEM,S8,abs_a,slope,stage2,62,-0.34029036400153223,True,-0.2793103448275862,False,False,0.08879404034797221
corpus,stage2:ELEM_slope_vs_b@S8,0.2183022336380348,-0.03684448508678434,0.43397993306264654,0.08827695002296805,,0,True,0.18136514648142557,0.2911141490088859,False,exploratory,L1,ELEM,S8,b,slope,stage2,62,0.15388291101698584,False,0.4359605911330048,False,False,0.6312527813311551
corpus,stage2:ELEM_slope_vs_a@S14,0.2878542510121458,-0.44871764231215,0.4881931657124792,0.07557035628155102,,0,False,-0.1376923076923077,0.3780501148922202,False,exploratory,L1,ELEM,S14,a,slope,stage2,39,0.2868261409530855,False,0.0010319917440660476,False,False,0.6312527813311551
corpus,stage2:ELEM_slope_vs_abs_a@S14,-0.4793522267206478,-0.6830652428595858,-0.14983810570037956,0.002018046371544823,,0,True,-0.5798227377174745,-0.44076923076923075,False,exploratory,L1,ELEM,S14,abs_a,slope,stage2,39,-0.49661073461033806,True,-0.4984520123839009,False,False,0.08879404034797221
corpus,stage2:ELEM_slope_vs_b@S14,0.12732793522267205,-0.3531477526947326,0.35523008427430597,0.43985172751318347,,0,False,-0.04692307692307692,0.2481792717086835,False,exploratory,L1,ELEM,S14,b,slope,stage2,39,0.12000877978262012,False,0.1826625386996904,False,False,0.9132543372605205
corpus,stage2:ELEM_slope_vs_a@S3,0.1461382113821138,-0.2091798082880296,0.3644113391161588,0.19298385998290443,,0,True,0.025254544895259776,0.19448079658605974,False,exploratory,L1,ELEM,S3,a,slope,stage2,81,0.13157792010124922,False,0.08785425101214576,False,False,0.8484546324813212
corpus,stage2:ELEM_slope_vs_abs_a@S3,-0.1838301716350497,-0.3960938219248604,0.13096214048509905,0.10042657884813833,,0,True,-0.22974394027025602,-0.0694269279276508,False,exploratory,L1,ELEM,S3,abs_a,slope,stage2,81,-0.15989262769646204,False,-0.12854251012145748,False,False,0.6312527813311551
corpus,stage2:ELEM_slope_vs_b@S3,0.17452574525745257,-0.07877922706067612,0.3551472937894999,0.11916125421087496,,0,True,0.10578609000584455,0.22899004267425319,False,exploratory,L1,ELEM,S3,b,slope,stage2,81,0.15881755755913002,False,0.2783400809716599,False,False,0.6990793580371332
corpus,stage2:SPECIES_slope_vs_a@S8,-0.08367958500163683,-0.29743942863636247,0.23991455349348792,0.5178778229378215,,0,False,-0.12886913031397612,0.000453035336756267,False,registered,L1,SPECIES,S8,a,slope,stage2,62,-0.0808874825693345,False,0.027093596059113295,False,False,0.5178778229378215
corpus,stage2:SPECIES_slope_vs_abs_a@S8,0.0301427815970386,-0.3182257708829399,0.29398227940941973,0.8160975680117113,,0,False,-0.10676532769556026,0.07424284523478746,False,exploratory,L1,SPECIES,S8,abs_a,slope,stage2,62,0.020819221467888147,False,-0.03645320197044334,False,False,0.9467033605990902
corpus,stage2:SPECIES_slope_vs_b@S8,-0.06625368285865378,-0.2635015299305326,0.24483920117182845,0.6089113843790471,,0,False,-0.11649920676890534,0.0187254605859257,False,exploratory,L1,SPECIES,S8,b,slope,stage2,62,-0.05889075516385781,False,0.07536945812807881,False,False,0.9132543372605205
corpus,stage2:SPECIES_slope_vs_a@S14,-0.04817813765182186,-0.35606646021032007,0.34477416929517424,0.7708582247850755,,0,False,-0.12178575336470072,0.03307692307692307,False,exploratory,L1,SPECIES,S14,a,slope,stage2,39,-0.04615172679370831,False,0.005159958720330237,False,False,0.9467033605990902
corpus,stage2:SPECIES_slope_vs_abs_a@S14,0.012348178137651822,-0.4272135954677054,0.2955094450023462,0.9405264886869139,,0,False,-0.14692307692307693,0.06875296348980559,False,exploratory,L1,SPECIES,S14,abs_a,slope,stage2,39,-0.01113730714897492,False,-0.08771929824561403,False,False,0.9686931173552005
corpus,stage2:SPECIES_slope_vs_b@S14,-0.07510121457489878,-0.37427586311389344,0.3019324486730565,0.6495479874452132,,0,False,-0.1480468322573586,0.024615384615384615,False,exploratory,L1,SPECIES,S14,b,slope,stage2,39,-0.05398552583947601,False,0.1331269349845201,False,False,0.9132543372605205
corpus,stage2:SPECIES_slope_vs_a@S3,-0.041666666666666664,-0.2232650806314305,0.2456097079981506,0.711880348807313,,0,False,-0.0735349273323957,0.04475683656833492,False,exploratory,L1,SPECIES,S3,a,slope,stage2,81,-0.03773168993089577,False,0.10425101214574899,False,False,0.9350070252991574
corpus,stage2:SPECIES_slope_vs_abs_a@S3,-0.012262872628726286,-0.2539201081244768,0.17380816143242733,0.9134765163875231,,0,False,-0.0708419206988834,0.015869667135489922,False,exploratory,L1,SPECIES,S3,abs_a,slope,stage2,81,-0.027369538750108013,False,-0.06396761133603239,False,False,0.9686931173552005
corpus,stage2:SPECIES_slope_vs_b@S3,-0.14130532971996387,-0.3466331829140778,0.14784289636953946,0.20828111351125803,,0,True,-0.17576183778715426,-0.0539235288689286,False,exploratory,L1,SPECIES,S3,b,slope,stage2,81,-0.13940746246381402,False,0.0008097165991902834,False,False,0.8484546324813212
corpus,stage2:SPECIES_CONST_slope_vs_a@S8,0.16666666666666666,,,0.49526609078386524,,0,True,0.07327141382868937,0.33529411764705885,False,registered,L1,SPECIES_CONST,S8,a,slope,stage2,19,0.15606411973695308,False,0.21318681318681318,False,False,0.5178778229378215
corpus,stage2:SPECIES_CONST_slope_vs_abs_a@S8,0.02280701754385965,,,0.9261610601906637,,0,False,-0.08359133126934985,0.18872549019607845,False,exploratory,L1,SPECIES_CONST,S8,abs_a,slope,stage2,19,-0.034119028362820554,False,0.07692307692307693,False,False,0.9686931173552005
corpus,stage2:SPECIES_CONST_slope_vs_b@S8,-0.12105263157894736,,,0.6215490254755144,,0,True,-0.24458204334365324,-0.011351909184726523,False,exploratory,L1,SPECIES_CONST,S8,b,slope,stage2,19,-0.05315765233906665,False,0.0945054945054945,False,False,0.9132543372605205
corpus,stage2:SPECIES_CONST_slope_vs_a@S14,0.15454545454545454,,,0.6500339654975799,,0,True,0.006060606060606061,0.4047619047619048,False,exploratory,L1,SPECIES_CONST,S14,a,slope,stage2,11,0.16200765658429647,False,,False,False,0.9132543372605205
corpus,stage2:SPECIES_CONST_slope_vs_abs_a@S14,0.018181818181818184,,,0.9576852410216187,,0,False,-0.17575757575757575,0.2833333333333333,False,exploratory,L1,SPECIES_CONST,S14,abs_a,slope,stage2,11,0.02099455524325912,False,,False,False,0.9686931173552005
corpus,stage2:SPECIES_CONST_slope_vs_b@S14,-0.30000000000000004,,,0.37008312228206763,,0,True,-0.5393939393939393,-0.06666666666666665,False,exploratory,L1,SPECIES_CONST,S14,b,slope,stage2,11,-0.32732683535398865,False,,False,False,0.9132543372605205
corpus,stage2:SPECIES_CONST_slope_vs_a@S3,0.1985294117647059,-0.08901219355617601,0.4958597891830009,0.2680520068083982,,0,True,0.13343108504398826,0.2562316715542522,False,exploratory,L1,SPECIES_CONST,S3,a,slope,stage2,33,0.2070534172235985,False,0.21478260869565213,False,False,0.8484546324813212
corpus,stage2:SPECIES_CONST_slope_vs_abs_a@S3,-0.012366310160427808,-0.38356129759786917,0.35134870759247694,0.945544926243306,,0,False,-0.09435483870967742,0.06854838709677419,False,exploratory,L1,SPECIES_CONST,S3,abs_a,slope,stage2,33,0.05559284376919449,False,0.015652173913043476,False,False,0.9686931173552005
corpus,stage2:SPECIES_CONST_slope_vs_b@S3,0.06417112299465241,-0.36125682330822106,0.4511551022053784,0.7227491000021532,,0,False,-0.04233870967741936,0.16715542521994134,False,exploratory,L1,SPECIES_CONST,S3,b,slope,stage2,33,0.057277508720611034,False,0.12347826086956522,False,False,0.9353223647086688
corpus,stage2:SPECIES_NFILLCOL_slope_vs_a@S8,0.07159225403540581,-0.16500313060434477,0.3831722978120046,0.5802934769389188,,0,True,0.011503195332036678,0.1519178495922682,False,exploratory,L1,SPECIES_NFILLCOL,S8,a,slope,stage2,62,0.06711149074348793,False,0.125615763546798,False,False,0.9132543372605205
corpus,stage2:SPECIES_NFILLCOL_slope_vs_abs_a@S8,-0.1585706731132432,-0.5068383061748668,0.0771418441627107,0.21832930406474252,,0,True,-0.3092721232256116,-0.10575159766601835,False,exploratory,L1,SPECIES_NFILLCOL,S8,abs_a,slope,stage2,62,-0.15082801731184758,False,-0.3453201970443349,False,False,0.8484546324813212
corpus,stage2:SPECIES_NFILLCOL_slope_vs_b@S8,0.1183299337714991,-0.07623007099494927,0.3718591998924677,0.3596706232331173,,0,True,0.08069804336329983,0.17064331017819387,False,exploratory,L1,SPECIES_NFILLCOL,S8,b,slope,stage2,62,0.10828059449071685,False,0.2950738916256157,False,False,0.9132543372605205
corpus,stage2:SPECIES_NFILLCOL_slope_vs_a@S14,0.004858299595141701,-0.3021920722658163,0.2898871063576943,0.9765829944824007,,0,False,-0.054163475216106795,0.07736076157128789,False,exploratory,L1,SPECIES_NFILLCOL,S14,a,slope,stage2,39,0.005804887027853073,False,-0.023735810113519093,False,False,0.9765829944824008
corpus,stage2:SPECIES_NFILLCOL_slope_vs_abs_a@S14,-0.19777327935222674,-0.5383529411764706,0.03397663985102205,0.22748064427069947,,0,True,-0.3161538461538462,-0.1443812233285917,False,exploratory,L1,SPECIES_NFILLCOL,S14,abs_a,slope,stage2,39,-0.22228013637172872,False,-0.3746130030959752,False,False,0.8484546324813212
corpus,stage2:SPECIES_NFILLCOL_slope_vs_b@S14,-0.042914979757085026,-0.349900208779046,0.19369815566227896,0.7953237234326512,,0,False,-0.10364145658263306,0.014553014553014552,False,exploratory,L1,SPECIES_NFILLCOL,S14,b,slope,stage2,39,-0.03454752860403827,False,0.07946336429308565,False,False,0.9467033605990902
corpus,stage2:SPECIES_NFILLCOL_slope_vs_a@S3,0.09374435411020776,-0.09380591276468794,0.36562225404357873,0.40517135160803786,,0,True,0.054527750730282376,0.19757605586145377,False,exploratory,L1,SPECIES_NFILLCOL,S3,a,slope,stage2,81,0.0912032914265338,False,0.20101214574898787,False,False,0.9132543372605205
corpus,stage2:SPECIES_NFILLCOL_slope_vs_abs_a@S3,-0.11230803974706412,-0.3705251231968386,0.08178960194657621,0.31817048718049545,,0,True,-0.15800876338851022,-0.07636319376825706,False,exploratory,L1,SPECIES_NFILLCOL,S3,abs_a,slope,stage2,81,-0.1159534774329129,False,-0.20728744939271254,False,False,0.8484546324813212
corpus,stage2:SPECIES_NFILLCOL_slope_vs_b@S3,0.036291779584462516,-0.17378554531350643,0.325851613806459,0.7477138351202482,,0,True,0.0032817627754336614,0.11950536774431694,False,exploratory,L1,SPECIES_NFILLCOL,S3,b,slope,stage2,81,0.0321934889515245,False,0.1868421052631579,False,False,0.939983107008312
corpus,stage2:NAIVE_quad_vs_a@S8,0.15000881367882954,-0.14079284197506237,0.49966340675991866,0.24453282797364354,,0,True,0.08602389552653517,0.2789187556629417,False,exploratory,L1,NAIVE,S8,a,quad,stage2,62,0.1593127327886568,False,0.12019704433497534,False,False,0.8484546324813212
corpus,stage2:NAIVE_quad_vs_abs_a@S8,0.08755760368663594,-0.19032891213491432,0.32622103902898214,0.4985962749249342,,0,True,0.004989747095010253,0.13926090580716868,False,exploratory,L1,NAIVE,S8,abs_a,quad,stage2,62,0.0653540792751904,False,0.00689655172413793,False,False,0.9132543372605205
corpus,stage2:NAIVE_quad_vs_b@S8,0.13505074160811867,-0.14941694833861452,0.4182659243243847,0.29530562049594444,,0,True,0.062337662337662345,0.22138326789489582,False,exploratory,L1,NAIVE,S8,b,quad,stage2,62,0.17072821929215876,False,-0.004926108374384235,False,False,0.8484546324813212
corpus,stage2:NAIVE_quad_vs_a@S14,0.1048582995951417,-0.19668016764262947,0.48597434585821314,0.5252396483683945,,0,True,0.0398970398970399,0.18461538461538463,False,exploratory,L1,NAIVE,S14,a,quad,stage2,39,0.10730753939408576,False,0.01547987616099071,False,False,0.9132543372605205
corpus,stage2:NAIVE_quad_vs_abs_a@S14,0.07530364372469636,-0.25621581475005867,0.47573054798960807,0.6486643462805395,,0,False,-0.03865546218487395,0.16846153846153847,False,exploratory,L1,NAIVE,S14,abs_a,quad,stage2,39,0.05613821329002105,False,0.052631578947368425,False,False,0.9132543372605205
corpus,stage2:NAIVE_quad_vs_b@S14,0.12489878542510123,-0.23194541135796196,0.5241622613655366,0.44869698686329523,,0,False,-0.013445378151260503,0.26076923076923075,False,exploratory,L1,NAIVE,S14,b,quad,stage2,39,0.16514139234964365,False,0.1475748194014448,False,False,0.9132543372605205
corpus,stage2:NAIVE_quad_vs_a@S3,0.2965676728334956,0.06415347296943147,0.5176146332038484,0.007956100951137362,,0,True,0.2568147641831852,0.3523318786476681,False,exploratory,L1,NAIVE,S3,a,quad,stage2,79,0.28333787138435695,True,0.2721304300251669,False,False,0.23337896123336263
corpus,stage2:NAIVE_quad_vs_abs_a@S3,-0.16531158714703018,-0.34442354188882307,0.038384901484824964,0.14540930798448132,,0,True,-0.21609280513390106,-0.13041695146958304,False,exploratory,L1,NAIVE,S3,abs_a,quad,stage2,79,-0.13075403970504992,False,-0.19947477842214684,False,False,0.7584138453505158
corpus,stage2:NAIVE_quad_vs_b@S3,0.07979552093476143,-0.18461018358182177,0.35654949868121955,0.484521237229349,,0,True,0.022522522522522525,0.18120300751879698,False,exploratory,L1,NAIVE,S3,b,quad,stage2,79,0.057695653768864534,False,0.005799321588795273,False,False,0.9132543372605205
corpus,stage2:ELEM_quad_vs_a@S8,0.04983505829618998,-0.2553460224669521,0.33000292464606096,0.7004930125504057,,0,True,0.013170325090302864,0.11869963878855241,False,exploratory,L1,ELEM,S8,a,quad,stage2,62,0.07167700120033166,False,-0.01379310344827586,False,False,0.933990683400541
corpus,stage2:ELEM_quad_vs_abs_a@S8,0.14809498627584297,-0.0958942327969412,0.4514656470166524,0.2506725523530971,,0,True,0.097676008202324,0.22123225611597705,False,exploratory,L1,ELEM,S8,abs_a,quad,stage2,62,0.09001743934387216,False,0.17931034482758618,False,False,0.8484546324813212
corpus,stage2:ELEM_quad_vs_b@S8,-0.053360529828007354,-0.3820863230679076,0.13337507736673135,0.6804096359473962,,0,True,-0.1082754454847478,-0.008937070333157058,False,exploratory,L1,ELEM,S8,b,quad,stage2,62,0.01275318915218022,False,-0.32807881773399006,False,False,0.9273592892263206
corpus,stage2:ELEM_quad_vs_a@S14,0.101417004048583,-0.23114503253876076,0.4320174094784102,0.5389973279002604,,0,True,0.03424882372250793,0.14235693183061604,False,exploratory,L1,ELEM,S14,a,quad,stage2,39,0.10480618439603477,False,-0.01547987616099071,False,False,0.9132543372605205
corpus,stage2:ELEM_quad_vs_abs_a@S14,0.1291497975708502,-0.23233572193594387,0.6281495592489925,0.4332812603948851,,0,True,0.05182072829131653,0.33076923076923076,False,exploratory,L1,ELEM,S14,abs_a,quad,stage2,39,0.10535907765230876,False,0.36429308565531476,False,False,0.9132543372605205
corpus,stage2:ELEM_quad_vs_b@S14,0.0771255060728745,-0.27536778551136537,0.3765214276356201,0.640733029821194,,0,True,0.01312741312741313,0.14323230112703797,False,exploratory,L1,ELEM,S14,b,quad,stage2,39,0.12311070469302625,False,-0.15789473684210525,False,False,0.9132543372605205
corpus,stage2:ELEM_quad_vs_a@S3,0.1294060370009737,-0.1344158820864622,0.32774519486926484,0.25568888255992794,,0,True,0.10048747377514503,0.1785845733214154,False,exploratory,L1,ELEM,S3,a,quad,stage2,79,0.13794775120575342,False,0.0832695043221359,False,False,0.8484546324813212
corpus,stage2:ELEM_quad_vs_abs_a@S3,-0.0512414800389484,-0.23204552939939907,0.21287767359004292,0.6538070823569636,,0,False,-0.09014669540985329,0.007450444292549555,False,exploratory,L1,ELEM,S3,abs_a,quad,stage2,79,-0.07536291703339854,False,0.00032826348615822297,False,False,0.9132543372605205
corpus,stage2:ELEM_quad_vs_b@S3,-0.09518013631937682,-0.39058395049796557,0.09903599369332314,0.40406017585484955,,0,True,-0.15570745044429257,-0.06245653081096119,False,exploratory,L1,ELEM,S3,b,quad,stage2,79,-0.08970608159522056,False,-0.35704125177809387,False,False,0.9132543372605205
corpus,stage2:SPECIES_quad_vs_a@S8,0.26559391604341365,-0.04119901733305734,0.45768473784989,0.03694599568820689,,0,True,0.21987315010570824,0.3043892120571126,False,exploratory,L1,SPECIES,S8,a,quad,stage2,62,0.26150302935206554,False,0.17487684729064035,False,False,0.6312527813311551
corpus,stage2:SPECIES_quad_vs_abs_a@S8,-0.026415854549117376,-0.29388422154224564,0.3680627967079052,0.8385088671885457,,0,False,-0.12638414217361585,0.15554213228631833,False,exploratory,L1,SPECIES,S8,abs_a,quad,stage2,62,-0.008075146244387876,False,0.10443349753694578,False,False,0.9582958482154809
corpus,stage2:SPECIES_quad_vs_b@S8,0.05255470776359195,-0.24880971068362776,0.23671501594424618,0.6849812931785323,,0,True,0.00011689070718877851,0.09095716552088841,False,exploratory,L1,SPECIES,S8,b,quad,stage2,62,0.03553866984828556,False,-0.10591133004926105,False,False,0.9273592892263206
corpus,stage2:SPECIES_quad_vs_a@S14,0.28238866396761136,-0.18948322736946005,0.5253163324647718,0.08154580954364461,,0,True,0.14153846153846153,0.3528832476200897,False,exploratory,L1,SPECIES,S14,a,quad,stage2,39,0.28070601958447866,False,0.11661506707946334,False,False,0.6312527813311551
corpus,stage2:SPECIES_quad_vs_abs_a@S14,-0.10809716599190285,-0.4452067216014727,0.44051592467043077,0.5124506439966786,,0,False,-0.22549019607843138,0.13384615384615384,False,exploratory,L1,SPECIES,S14,abs_a,quad,stage2,39,-0.08334650594242907,False,-0.01547987616099071,False,False,0.9132543372605205
corpus,stage2:SPECIES_quad_vs_b@S14,0.17206477732793524,-0.15414738497789437,0.43939588489022735,0.29490569801381744,,0,True,0.08545688545688547,0.23470839260312942,False,exploratory,L1,SPECIES,S14,b,quad,stage2,39,0.1507770755798617,False,0.005159958720330237,False,False,0.8484546324813212
corpus,stage2:SPECIES_quad_vs_a@S3,0.27689873417721517,0.019350339494973126,0.4418251535941189,0.013495772839744083,,0,True,0.23260423786739576,0.3105628548666523,False,exploratory,L1,SPECIES,S3,a,quad,stage2,79,0.26582653860938454,True,0.18218623481781376,False,False,0.29690700247436985
corpus,stage2:SPECIES_quad_vs_abs_a@S3,-0.11952288218111003,-0.32200550256383903,0.18449624536941017,0.29409697662467904,,0,False,-0.17502776749352092,0.02323991797676008,False,exploratory,L1,SPECIES,S3,abs_a,quad,stage2,79,-0.08752606663666579,False,0.03665608928766823,False,False,0.8484546324813212
corpus,stage2:SPECIES_quad_vs_b@S3,0.02134858812074002,-0.26982580604784595,0.20354531060069903,0.8518588596715883,,0,False,-0.03526999316473001,0.05780295653713374,False,exploratory,L1,SPECIES,S3,b,quad,stage2,79,0.001221342718195045,False,-0.16577306050990262,False,False,0.9610715339884585
corpus,stage2:SPECIES_CONST_quad_vs_a@S8,0.03508771929824562,,,0.8866031221985,,0,False,-0.12009803921568628,0.1413828689370485,False,exploratory,L1,SPECIES_CONST,S8,a,quad,stage2,19,0.04658812477666569,False,0.01098901098901099,False,False,0.9686931173552005
corpus,stage2:SPECIES_CONST_quad_vs_abs_a@S8,0.06140350877192983,,,0.8028068323384662,,0,False,-0.06764705882352941,0.1826625386996904,False,exploratory,L1,SPECIES_CONST,S8,abs_a,quad,stage2,19,0.11393556836481436,False,-0.01098901098901099,False,False,0.9467033605990902
corpus,stage2:SPECIES_CONST_quad_vs_b@S8,-0.015789473684210527,,,0.9488461264555136,,0,False,-0.12280701754385966,0.09313725490196079,False,exploratory,L1,SPECIES_CONST,S8,b,quad,stage2,19,-0.08734328431850175,False,0.05054945054945055,False,False,0.9686931173552005
corpus,stage2:SPECIES_CONST_quad_vs_a@S14,0.4000000000000001,,,0.22286835013352,,0,True,0.15,0.6727272727272726,False,exploratory,L1,SPECIES_CONST,S14,a,quad,stage2,11,0.38981938376529196,False,,False,False,0.8484546324813212
corpus,stage2:SPECIES_CONST_quad_vs_abs_a@S14,0.16363636363636366,,,0.6306852146425356,,0,False,-0.09523809523809526,0.38181818181818183,False,exploratory,L1,SPECIES_CONST,S14,abs_a,quad,stage2,11,0.13187701208764988,False,,False,False,0.9132543372605205
corpus,stage2:SPECIES_CONST_quad_vs_b@S14,0.33636363636363636,,,0.31182431390038634,,0,True,0.11515151515151514,0.5499999999999999,False,exploratory,L1,SPECIES_CONST,S14,b,quad,stage2,11,0.4127151541111278,False,,False,False,0.8484546324813212
corpus,stage2:SPECIES_CONST_quad_vs_a@S3,0.01612903225806452,-0.3320145178103326,0.38734620043082396,0.9313728469237479,,0,False,-0.07241379310344825,0.0967741935483871,False,exploratory,L1,SPECIES_CONST,S3,a,quad,stage2,31,0.014182943567480403,False,0.1274703557312253,False,False,0.9686931173552005
corpus,stage2:SPECIES_CONST_quad_vs_abs_a@S3,0.12661290322580646,-0.24888745933356715,0.46325503295745074,0.4973147635433742,,0,True,0.05939933259176862,0.2389162561576354,False,exploratory,L1,SPECIES_CONST,S3,abs_a,quad,stage2,31,0.1392094883511861,False,0.0958498023715415,False,False,0.9132543372605205
corpus,stage2:SPECIES_CONST_quad_vs_b@S3,-0.09072580645161292,-0.5183284057195755,0.34665484863552165,0.6274035095319996,,0,False,-0.22466422466422467,0.008210180623973728,False,exploratory,L1,SPECIES_CONST,S3,b,quad,stage2,31,-0.08781803748715956,False,-0.07114624505928854,False,False,0.9132543372605205
corpus,stage2:SPECIES_NFILLCOL_quad_vs_a@S8,0.21956133061368388,-0.10410522476570347,0.43159237112572146,0.08641206859751911,,0,True,0.1549380851706433,0.26262850791886644,False,exploratory,L1,SPECIES_NFILLCOL,S8,a,quad,stage2,62,0.21812439726958455,False,0.11428571428571425,False,False,0.6312527813311551
corpus,stage2:SPECIES_NFILLCOL_quad_vs_abs_a@S8,0.029890962201908792,-0.24269263919394576,0.4181784592460681,0.8176074477901233,,0,False,-0.06049213943950787,0.23014195107218363,False,exploratory,L1,SPECIES_NFILLCOL,S8,abs_a,quad,stage2,62,0.04031430035711174,False,0.18374384236453198,False,False,0.9467033605990902
corpus,stage2:SPECIES_NFILLCOL_quad_vs_b@S8,0.010400141018861274,-0.2891861783831539,0.1889709571860804,0.9360572182387444,,0,False,-0.035638779824826335,0.04621893178212585,False,exploratory,L1,SPECIES_NFILLCOL,S8,b,quad,stage2,62,0.0021186431655933354,False,-0.19408866995073887,False,False,0.9686931173552005
corpus,stage2:SPECIES_NFILLCOL_quad_vs_a@S14,0.2682186234817814,-0.17285343348254692,0.5166755780706347,0.09875189028100424,,0,True,0.1376923076923077,0.3362512309880731,False,exploratory,L1,SPECIES_NFILLCOL,S14,a,quad,stage2,39,0.26687156498795594,False,0.11042311661506708,False,False,0.6312527813311551
corpus,stage2:SPECIES_NFILLCOL_quad_vs_abs_a@S14,-0.05384615384615385,-0.3857610364826067,0.4703109491287666,0.7447536812282181,,0,False,-0.15910364145658265,0.19076923076923075,False,exploratory,L1,SPECIES_NFILLCOL,S14,abs_a,quad,stage2,39,-0.035582941548722394,False,0.052631578947368425,False,False,0.939983107008312
corpus,stage2:SPECIES_NFILLCOL_quad_vs_b@S14,0.16619433198380568,-0.1478954977342924,0.4386636464530684,0.31193537471092825,,0,True,0.09266409266409266,0.23091512565196773,False,exploratory,L1,SPECIES_NFILLCOL,S14,b,quad,stage2,39,0.15623699513627434,False,0.027863777089783277,False,False,0.8484546324813212
corpus,stage2:SPECIES_NFILLCOL_quad_vs_a@S3,0.22356377799415775,-0.050461068142962626,0.4027984326133162,0.047641677825482905,,0,True,0.161244019138756,0.25509933104869814,False,exploratory,L1,SPECIES_NFILLCOL,S3,a,quad,stage2,79,0.21710120310823106,False,0.10799868694605536,False,False,0.6312527813311551
corpus,stage2:SPECIES_NFILLCOL_quad_vs_abs_a@S3,-0.0818889970788705,-0.286361946630051,0.22148515699848925,0.473096294525334,,0,False,-0.13272861902998892,0.0520164046479836,False,exploratory,L1,SPECIES_NFILLCOL,S3,abs_a,quad,stage2,79,-0.06260099316481718,False,0.0784549731918153,False,False,0.9132543372605205
