feature,deployment_delta3d_blend_weight,component,interpretation,importance
delta3d__feat3d__polyhedron__donor_angle_04_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.006087419686058306
delta3d__feat3d__polyhedron__donor_angle_05_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00584022315457701
base__ecfp_1454,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00575761674915724
delta3d__feat3d__polyhedron__donor_angle_01_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.005709483867488166
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_std,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.005678787457196169
base__ecfp_591,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.005677806659711654
base__ecfp_1669,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.005595196559067121
delta3d__feat3d__polyhedron__donor_angle_03_04_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.005584752007748929
base__ecfp_649,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00548008315137096
delta3d__feat3d__polyhedron__donor_angle_02_07_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.005341176109608567
base__ecfp_1444,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.005196874016806275
base__ecfp_1143,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.005046705371657241
delta3d__feat3d__polyhedron__donor_angle_05_06_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0050365175710954495
base__NumRotatableBonds,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00498539004483949
base__ecfp_1272,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004822129366403627
delta3d__feat3d__complex_physical__ln_donor_distance_min,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004781576424547337
delta3d__feat3d__polyhedron__donor_angle_02_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004683424360450431
base__ecfp_251,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0046601240124316936
delta3d__feat3d__polyhedron__donor_angle_01_05_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004606310182743441
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_05,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004577960748978182
delta3d__feat3d__polyhedron__donor_angle_04_07_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0045489023506284235
delta3d__feat3d__polyhedron__donor_angle_07_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004412937007521879
delta3d__feat3d__polyhedron__ln_donor_distance_08,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004383331247834001
base__TPSA,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0043631549874205075
base__ecfp_1649,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004277958002465371
base__ecfp_13,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004184184006348869
delta3d__feat3d__polyhedron__donor_angle_05_08_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004184019583622127
base__cond__temperature_C,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004161010307082519
base__FractionCSP3,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0041206917383820535
delta3d__feat3d__polyhedron__ln_donor_distance_03,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004076571698410064
base__ecfp_348,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.004034942588911185
delta3d__feat3d__polyhedron__donor_angle_04_05_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.003979745284729752
delta3d__feat3d__complex_physical__donor_partial_charge_08,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0038958054397116534
base__ecfp_1442,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.003886610363301708
delta3d__feat3d__polyhedron__donor_angle_02_04_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.003755834704583422
missingindicator_delta3d__feat3d__complex_physical__dipole_magnitude,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.003718775670073568
delta3d__feat3d__complex_physical__ln_donor_distance_max,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0036934369831938827
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_03,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0036192890470105113
delta3d__feat3d__polyhedron__donor_angle_03_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0035801500379152376
delta3d__feat3d__polyhedron__donor_angle_02_03_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.003559585453124838
delta3d__feat3d__complex_physical__metal_partial_charge,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.003448966851091566
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_08,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0034441307538813646
base__ecfp_1992,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0034434605329889
base__ecfp_1275,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0033865018238172775
delta3d__feat3d__complex_physical__donor_partial_charge_min,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0033535153084133596
delta3d__feat3d__polyhedron__donor_angle_02_05_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0032535122597279927
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_max,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.003184122978105489
delta3d__feat3d__polyhedron_scalars__coreCN_max_donor_dist,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0031320255264285137
delta3d__feat3d__polyhedron__donor_angle_07_08_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0030843203151447755
base__cond__diluent__isopar_l_with_30_vol_exxal_13,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0030810974321750914
delta3d__feat3d__complex_physical__ln_donor_distance_mean,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0030513272709137857
delta3d__feat3d__polyhedron__donor_angle_05_07_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.003008712647308486
delta3d__feat3d__complex_physical__dipole_magnitude,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0029764050432985563
base__ecfp_2004,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0029602962519803687
delta3d__feat3d__polyhedron__donor_angle_03_07_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0029424072491241442
delta3d__feat3d__polyhedron__ln_donor_distance_07,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0029309339157094186
delta3d__feat3d__polyhedron__ln_donor_distance_09,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002855227266030911
delta3d__feat3d__complex_physical__donor_partial_charge_01,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002805235332722948
delta3d__feat3d__polyhedron__ln_donor_distance_04,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0027508238706991143
delta3d__feat3d__polyhedron__ln_donor_distance_02,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0027441772071174217
base__cond__diluent__toluene,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0027419698537797794
base__ecfp_695,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0027011311988088768
delta3d__feat3d__polyhedron__donor_angle_02_06_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0026341024763004758
base__cond__contact_time_min,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002627683407313763
delta3d__feat3d__complex_physical__donor_partial_charge_std,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0026269859816034197
delta3d__feat3d__polyhedron__donor_angle_03_08_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002617432346152606
delta3d__feat3d__polyhedron__donor_angle_01_02_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002581572248301364
base__cond__acid__hno3,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002563908678617615
delta3d__feat3d__complex_physical__donor_partial_charge_mean,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002553221204072644
delta3d__feat3d__complex_physical__ln_donor_distance_std,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0024819194669309847
delta3d__feat3d__polyhedron__donor_angle_04_08_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0024794079822564067
delta3d__feat3d__polyhedron__ln_donor_distance_06,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0024675514128234964
delta3d__feat3d__polyhedron__donor_angle_01_03_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0024669094401323383
delta3d__feat3d__polyhedron__donor_angle_03_06_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0024548252423187422
base__ecfp_1163,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002437693147932644
delta3d__feat3d__polyhedron_scalars__next_donor_dist,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00240391608820348
delta3d__feat3d__polyhedron__ln_donor_distance_05,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002399312686420134
delta3d__feat3d__complex_physical__donor_partial_charge_04,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0023920384340183343
delta3d__feat3d__polyhedron__donor_angle_01_04_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002282508757373189
base__ecfp_794,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0022533525564595236
delta3d__feat3d__polyhedron__donor_angle_01_08_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002230521562662126
base__ecfp_1283,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002189659156404093
delta3d__feat3d__complex_physical__donor_partial_charge_06,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0021613520462091854
delta3d__feat3d__complex_physical__donor_partial_charge_02,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0021569704591259116
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_min,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002142430517287903
base__cond__acid__hcl,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002102436681703364
base__ecfp_1271,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002046356000915625
delta3d__feat3d__polyhedron__donor_angle_06_07_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002023525206538263
delta3d__feat3d__polyhedron__donor_angle_01_07_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.002015269001405322
delta3d__feat3d__polyhedron__donor_angle_04_06_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001943186533278271
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_04,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0019296328547721963
base__ecfp_872,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0018977539441228457
delta3d__feat3d__complex_physical__donor_partial_charge_max,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0018793752112003215
delta3d__feat3d__polyhedron_scalars__coreCN_donor_gap,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001861136193721845
delta3d__feat3d__polyhedron__donor_angle_02_08_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001859709187125718
base__ecfp_358,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001839100687336292
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_02,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0017249020581169086
delta3d__feat3d__complex_physical__donor_partial_charge_07,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0017229051237719593
base__ecfp_1,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0016659552036963085
delta3d__feat3d__polyhedron__ln_donor_distance_01,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0016445183161099466
delta3d__feat3d__complex_physical__donor_partial_charge_05,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0016124971078871524
base__ecfp_739,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0015864937701298631
base__ecfp_1951,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0015244619480778998
delta3d__feat3d__complex_physical__donor_partial_charge_03,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.001417673745784759
delta3d__feat3d__complex_physical__donor_partial_charge_09,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0013314294405245121
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_mean,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0012386277407436246
base__ecfp_1653,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0010309509882113312
missingindicator_delta3d__feat3d__complex_physical__metal_partial_charge,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0010127433322476161
base__ecfp_553,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0009906501010296918
base__ecfp_294,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.000984907384209371
base__ecfp_1190,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.000961540332372589
base__ecfp_978,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0009580281865826156
base__ecfp_1957,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.000937634046292293
base__ecfp_1860,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0009261673527783648
base__ecfp_334,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0008112460607585067
base__ecfp_298,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0007880831936079882
base__ecfp_1652,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0007722051924511906
base__ecfp_438,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0007379211580165473
base__NumHAcceptors,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0007335136365925862
missingindicator_delta3d__feat3d__polyhedron__donor_angle_08_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0007147560943087645
base__ecfp_273,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0007134848588947741
base__ecfp_1237,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0006835676435303839
base__ecfp_599,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0006775530865987771
base__ecfp_283,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0006729503574022944
base__cond__acid__malonic_acid,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0006689813284747872
base__cond__diluent__kerosene_with_40_vol_1_octanol,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0006562463090417736
delta3d__feat3d__complex_physical__observed_donors_within_3p10A,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0006202385926913499
base__ecfp_670,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005972576528604366
base__ecfp_1004,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005899706514084325
base__ecfp_381,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005856313297288131
base__ecfp_1847,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005814596345956395
base__ecfp_1598,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005757220531969051
missingindicator_delta3d__feat3d__polyhedron__donor_angle_04_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005469548070509881
base__ecfp_207,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005429857274138958
base__ecfp_1238,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005412304478025683
base__ecfp_1218,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0005102297809242532
base__ecfp_406,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0004750358920200349
missingindicator_delta3d__feat3d__polyhedron__donor_angle_05_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00046439309251373296
missingindicator_delta3d__feat3d__polyhedron__donor_angle_01_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00044423989369978185
base__ecfp_904,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00043661794518729273
delta3d__feat3d__polyhedron__donor_atomic_number_07,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00040139848870773386
missingindicator_delta3d__feat3d__polyhedron__ln_donor_distance_09,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.000392627253423218
base__ecfp_1761,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00037679110392458456
missingindicator_delta3d__feat3d__complex_physical__donor_partial_charge_09,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00037357104122411506
base__ecfp_1544,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00037251520378963265
base__ecfp_1328,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00036634677865949754
base__ecfp_755,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00035947502145423313
base__ecfp_603,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0003586376124739789
base__ecfp_146,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0003393415427244009
base__ecfp_932,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0003384862424721891
missingindicator_delta3d__feat3d__polyhedron__donor_angle_02_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0003349799587721616
base__ecfp_1008,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0003269610071694678
base__ecfp_9,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00031298175130415365
missingindicator_delta3d__feat3d__polyhedron__donor_angle_07_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0003071444015472684
base__ecfp_205,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00030452335172510516
base__ecfp_1420,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00030254954504262143
missingindicator_delta3d__feat3d__polyhedron__donor_atomic_number_09,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0002974345102850481
base__ecfp_1142,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00029698567977414533
base__cond__diluent__1_2_dichloroethane,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.000277232545423557
base__cond__diluent__1_4_diisopropylbenzene,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0002676039466606824
missingindicator_delta3d__feat3d__polyhedron__donor_angle_06_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00025507548882751396
missingindicator_delta3d__feat3d__polyhedron__donor_angle_03_09_deg,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0002465256340924343
base__ecfp_460,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00024410693123967666
delta3d__feat3d__polyhedron__donor_atomic_number_08,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00023743893430469294
base__ecfp_877,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00022798624429103432
base__ecfp_1642,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00021479864572203667
base__ecfp_192,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00019797156632237584
base__cond__diluent__chloroform,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00018467187166613757
base__ecfp_114,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00018138981377207296
delta3d__feat3d__polyhedron__donor_atomic_number_06,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00017644462408283957
base__RingCount,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00017456580076561057
base__ecfp_618,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00017058010205118045
base__ecfp_1180,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00016877165573485312
base__ecfp_1269,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00015021911739090846
base__ecfp_1512,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00014079282281798979
base__ecfp_96,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00013590264656897075
base__cond__acid__citric_acid,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00013533612248660477
base__ecfp_1380,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00013464228324637907
base__ecfp_1096,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0001321451487422198
base__cond__diluent__nitrobenzene,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.0001320241882371812
base__ecfp_1199,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.000129427609061335
base__cond__acid__lactic_acid,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00012502642585390553
base__ecfp_1589,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00011919463161812791
base__ecfp_1706,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00011431652445133905
base__ecfp_392,1.0,full_delta3d_forest_only,raw impurity importance; not an attribution of the blended predictor,0.00011020180423752832
