comparison,reference,candidate,outer_fold,delta_mae,delta_rmse,delta_r2,delta_spearman
A2_vs_A2+D2,A2,A2+D2,4,-0.00535222307844796,-0.003745514986773668,-0.005265483589893649,0.000709038793845318
A2_vs_A2+D3,A2,A2+D3,0,-0.004152545625608295,-0.002696279306980909,-0.00900845092750191,-0.01069925472004879
A2_vs_A2+D3,A2,A2+D3,1,-0.00445615199760635,-0.0017088979253098713,-0.003434712597152001,-0.004826599758335659
A2_vs_A2+D3,A2,A2+D3,2,0.004079946999621387,-0.01935039307578823,-0.03027764454456261,-0.002392428301396521
A2_vs_A2+D3,A2,A2+D3,3,0.0021353822298860736,0.006420554805111278,0.017491073273218305,-0.024283666898617717
A2_vs_A2+D3,A2,A2+D3,4,-0.005457977519720436,-0.016379383793299007,-0.023349693738376365,0.0038602772726049617
A2_vs_A2+D4,A2,A2+D4,0,-0.016387586400366028,-0.01498222980155317,-0.05068106585329912,-0.019559226942965025
A2_vs_A2+D4,A2,A2+D4,1,-0.0016255144772240882,-0.004116659817965829,-0.008301498056476841,-0.011892151429466313
A2_vs_A2+D4,A2,A2+D4,2,-0.00609369261575754,-0.004118089501375044,-0.006368301615736538,0.0033677800245236478
A2_vs_A2+D4,A2,A2+D4,3,-0.010996206977014755,-0.024872770644435938,-0.06925002130398139,-0.0014653608076357072
A2_vs_A2+D4,A2,A2+D4,4,-0.0027174566148326362,0.0032223404849671122,0.00449491142184566,0.0018038683052038484
A2_vs_A2+D5,A2,A2+D5,0,-0.01711236032023261,-0.01847834434932316,-0.06272668208329912,-0.02230498364014405
A2_vs_A2+D5,A2,A2+D5,1,0.0007608110068357266,0.0024294543627906284,0.0048551387677059354,-0.005130842861913343
A2_vs_A2+D5,A2,A2+D5,2,0.00394258165531336,0.01111849492023731,0.016990541650053537,0.019336893645097608
A2_vs_A2+D5,A2,A2+D5,3,-0.003721287110582172,-0.012191359837502636,-0.03364669061247072,0.0106136959162757
A2_vs_A2+D5,A2,A2+D5,4,-0.0019268213584489602,0.0006765045941303782,0.0009463621494617547,0.00015454860925190328
