id_a,id_b,pub_a,pub_b,tier_a,tier_b,duplicate_class_a,duplicate_class_b,log_D_a,log_D_b,abs_delta_log_D,same_publication,same_duplicate_group,both_ab_group,near_dup_sig6,strict_key_equal_sig6,key_id_sig6,near_dup_sig3,strict_key_equal_sig3,key_id_sig3,both_model,strict_sig6,strict_sig3,metal_state_a,extractant_name_a,entry_author_a,location_a,publication_refs_a,metal_state_b,extractant_name_b,entry_author_b,location_b,publication_refs_b,acid_primary,acid_M,extractant_M,temperature_C,solvent_key
SAE:5511,SAE:6131,pub_626a9bb8f4,pub_1b7737c507,TARGET_ONLY,MODEL,A_EXACT_DATABASE_DUPLICATE,UNIQUE,1.20597,1.2014,0.00456843,False,False,False,True,False,k_7b349b35b9bd,True,False,k_7b349b35b9bd,False,False,False,U(VI),DEHAA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-100001377,U(VI),DEHAA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1524/ract.2001.89.7.447,HNO3,3,1,25,dodecane:1
SAE:5519,SAE:6137,pub_626a9bb8f4,pub_1b7737c507,TARGET_ONLY,MODEL,A_EXACT_DATABASE_DUPLICATE,UNIQUE,0.797169,0.799341,0.00217113,False,False,False,True,False,k_95529e4596c9,True,False,k_95529e4596c9,False,False,False,U(VI),DEHPA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-100001377,U(VI),DEHPA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1524/ract.2001.89.7.447,HNO3,3,1,25,dodecane:1
SAE:4707,SAE:6745,pub_626a9bb8f4,pub_c5c230f0ad,MODEL,MODEL,A_EXACT_DATABASE_DUPLICATE,UNIQUE,1.2832,1.27875,0.00444467,False,False,False,True,False,k_b243f959070c,True,False,k_b243f959070c,True,False,False,U(VI),DEHAA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-100001377,U(VI),DEHAA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-120030396,HNO3,4,1,25,dodecane:1
SAE:4729,SAE:6755,pub_626a9bb8f4,pub_c5c230f0ad,MODEL,MODEL,A_EXACT_DATABASE_DUPLICATE,E_VALUE_CONFLICT,0.637325,0.638009,0.00068454,False,False,False,True,False,k_9d8c2ff6cd8e,True,False,k_9d8c2ff6cd8e,True,False,False,U(VI),DEHPVA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-100001377,U(VI),DEHPVA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-120030396,HNO3,5,1,25,dodecane:1
SAE:4731,SAE:6756,pub_626a9bb8f4,pub_c5c230f0ad,MODEL,MODEL,A_EXACT_DATABASE_DUPLICATE,E_VALUE_CONFLICT,0.723798,0.723982,0.000184226,False,False,False,True,False,k_265ba453c8ca,True,False,k_265ba453c8ca,True,False,False,U(VI),DEHPVA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-100001377,U(VI),DEHPVA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-120030396,HNO3,6,1,25,dodecane:1
SAE:5323,SAE:6745,pub_626a9bb8f4,pub_c5c230f0ad,TARGET_ONLY,MODEL,A_EXACT_DATABASE_DUPLICATE,UNIQUE,1.2832,1.27875,0.00444467,False,False,False,True,False,k_b243f959070c,True,False,k_b243f959070c,False,False,False,U(VI),DEHAA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-100001377,U(VI),DEHAA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-120030396,HNO3,4,1,25,dodecane:1
SAE:5352,SAE:6755,pub_626a9bb8f4,pub_c5c230f0ad,TARGET_ONLY,MODEL,A_EXACT_DATABASE_DUPLICATE,E_VALUE_CONFLICT,0.637325,0.638009,0.00068454,False,False,False,True,False,k_9d8c2ff6cd8e,True,False,k_9d8c2ff6cd8e,False,False,False,U(VI),DEHPVA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-100001377,U(VI),DEHPVA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-120030396,HNO3,5,1,25,dodecane:1
SAE:5354,SAE:6756,pub_626a9bb8f4,pub_c5c230f0ad,TARGET_ONLY,MODEL,A_EXACT_DATABASE_DUPLICATE,E_VALUE_CONFLICT,0.723798,0.723982,0.000184226,False,False,False,True,False,k_265ba453c8ca,True,False,k_265ba453c8ca,False,False,False,U(VI),DEHPVA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-100001377,U(VI),DEHPVA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-120030396,HNO3,6,1,25,dodecane:1
SAE:5512,SAE:6745,pub_626a9bb8f4,pub_c5c230f0ad,TARGET_ONLY,MODEL,A_EXACT_DATABASE_DUPLICATE,UNIQUE,1.2832,1.27875,0.00444467,False,False,False,True,False,k_b243f959070c,True,False,k_b243f959070c,False,False,False,U(VI),DEHAA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-100001377,U(VI),DEHAA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-120030396,HNO3,4,1,25,dodecane:1
SAE:5527,SAE:6755,pub_626a9bb8f4,pub_c5c230f0ad,TARGET_ONLY,MODEL,A_EXACT_DATABASE_DUPLICATE,E_VALUE_CONFLICT,0.637325,0.638009,0.00068454,False,False,False,True,False,k_9d8c2ff6cd8e,True,False,k_9d8c2ff6cd8e,False,False,False,U(VI),DEHPVA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-100001377,U(VI),DEHPVA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-120030396,HNO3,5,1,25,dodecane:1
SAE:5528,SAE:6756,pub_626a9bb8f4,pub_c5c230f0ad,TARGET_ONLY,MODEL,A_EXACT_DATABASE_DUPLICATE,E_VALUE_CONFLICT,0.723798,0.723982,0.000184226,False,False,False,True,False,k_265ba453c8ca,True,False,k_265ba453c8ca,False,False,False,U(VI),DEHPVA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-100001377,U(VI),DEHPVA,Logan Augustine,,10.1021/acssuschemeng.4c06166x | 10.1081/sei-120030396,HNO3,6,1,25,dodecane:1
SAE:3086,SAE:3268,pub_7730cdd232,pub_0773be699f,MODEL,MODEL,UNIQUE,UNIQUE,0.990361,0.991226,0.000865018,False,False,False,False,,,True,False,k_5f5d4e85aeb0,True,False,False,Am(?),TODGA,Aurora Clark,fig5,10.1524/ract.92.8.463.39276,Am(?),TODGA,Aurora Clark,table5,10.1081/sei-200066296,HNO3,1.0028,0.1,25,dodecane:1
SAE:4888,SAE:6352,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.641006,0.636494,0.0045126,False,True,False,True,True,k_4a9cd07c7e42,True,True,k_4a9cd07c7e42,False,True,True,U(VI),,Logan Augustine,,10.1007/bf02034622 | 10.1021/acssuschemeng.4c06166x,U(VI),,Logan Augustine,,10.1007/bf02060871 | 10.1021/acssuschemeng.4c06166x,HNO3,8,,,dodecane:1
SAE:5606,SAE:6352,pub_97510df3a0,pub_1e6fec5c25,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,0.641006,0.636494,0.0045126,False,True,False,True,True,k_4a9cd07c7e42,True,True,k_4a9cd07c7e42,False,True,True,U(VI),,Logan Augustine,,10.1007/bf02034622 | 10.1021/acssuschemeng.4c06166x,U(VI),,Logan Augustine,,10.1007/bf02060871 | 10.1021/acssuschemeng.4c06166x,HNO3,8,,,dodecane:1
SAE:4872,SAE:6260,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-1.10595,-1.10582,0.000125998,False,True,False,True,True,k_78b89547bb73,True,True,k_78b89547bb73,False,True,True,U(VI),,Logan Augustine,,10.1007/bf02034622 | 10.1021/acssuschemeng.4c06166x,U(VI),,Logan Augustine,,10.1007/bf02037516 | 10.1021/acssuschemeng.4c06166x,HNO3,0.5,,,dodecane:1
SAE:4872,SAE:6267,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-1.10595,-1.10582,0.000125998,False,True,False,True,True,k_78b89547bb73,True,True,k_78b89547bb73,False,True,True,U(VI),,Logan Augustine,,10.1007/bf02034622 | 10.1021/acssuschemeng.4c06166x,U(VI),,Logan Augustine,,10.1007/bf02037516 | 10.1021/acssuschemeng.4c06166x,HNO3,0.5,,,dodecane:1
SAE:5598,SAE:6260,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-1.10595,-1.10582,0.000125998,False,True,False,True,True,k_78b89547bb73,True,True,k_78b89547bb73,False,True,True,U(VI),,Logan Augustine,,10.1007/bf02034622 | 10.1021/acssuschemeng.4c06166x,U(VI),,Logan Augustine,,10.1007/bf02037516 | 10.1021/acssuschemeng.4c06166x,HNO3,0.5,,,dodecane:1
SAE:5598,SAE:6267,pub_97510df3a0,pub_650a2d0d03,TARGET_ONLY,TARGET_ONLY,F_INSUFFICIENT_INFORMATION,F_INSUFFICIENT_INFORMATION,-1.10595,-1.10582,0.000125998,False,True,False,True,True,k_78b89547bb73,True,True,k_78b89547bb73,False,True,True,U(VI),,Logan Augustine,,10.1007/bf02034622 | 10.1021/acssuschemeng.4c06166x,U(VI),,Logan Augustine,,10.1007/bf02037516 | 10.1021/acssuschemeng.4c06166x,HNO3,0.5,,,dodecane:1
SAE:12868,SAE:13220,pub_af0c74798c,pub_0773be699f,MODEL,MODEL,UNIQUE,UNIQUE,-0.522879,-0.522879,0,False,False,False,True,False,k_07caad1ab883,True,False,k_07caad1ab883,True,False,False,Am(III),TODGA,Thomas Summers,table1,10.1081/sei-100001376,Am(III),TODGA,Thomas Summers,table4,10.1081/sei-200066296,HNO3,1,0.1,25,toluene:1
