sig_figs,key_type,key_id,id_a,id_b,pub_a,pub_b,log_D_a,log_D_b,tier_a,tier_b,duplicate_class_a,duplicate_class_b,same_publication,abs_delta_log_D,same_duplicate_group,both_ab_group,strict_key_equal,location_a,location_b,location_relation,digitiser_a,digitiser_b,both_canonical,both_model
3,base,k_11f82eb6c2b6,SAE:11116,SAE:11120,pub_5472c4b438,pub_5472c4b438,2.99065,2.99065,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_11f82eb6c2b6,SAE:11116,SAE:11121,pub_5472c4b438,pub_5472c4b438,2.99065,2.99065,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_11f82eb6c2b6,SAE:11117,SAE:11119,pub_5472c4b438,pub_5472c4b438,3.00187,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_11f82eb6c2b6,SAE:11118,SAE:11122,pub_5472c4b438,pub_5472c4b438,2.97944,2.97944,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_11f82eb6c2b6,SAE:11120,SAE:11121,pub_5472c4b438,pub_5472c4b438,2.99065,2.99065,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_5aae32a908b4,SAE:11123,SAE:11126,pub_5472c4b438,pub_5472c4b438,2.82617,2.82617,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_5aae32a908b4,SAE:11123,SAE:11130,pub_5472c4b438,pub_5472c4b438,2.82617,2.82617,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_5aae32a908b4,SAE:11124,SAE:11129,pub_5472c4b438,pub_5472c4b438,2.81869,2.81869,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_5aae32a908b4,SAE:11125,SAE:11128,pub_5472c4b438,pub_5472c4b438,2.83738,2.83738,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_5aae32a908b4,SAE:11126,SAE:11130,pub_5472c4b438,pub_5472c4b438,2.82617,2.82617,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11131,SAE:11135,pub_5472c4b438,pub_5472c4b438,2.95701,2.95701,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11131,SAE:11136,pub_5472c4b438,pub_5472c4b438,2.95701,2.95701,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11132,SAE:11137,pub_5472c4b438,pub_5472c4b438,2.96822,2.96822,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11134,SAE:11138,pub_5472c4b438,pub_5472c4b438,2.96822,2.96822,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11135,SAE:11136,pub_5472c4b438,pub_5472c4b438,2.95701,2.95701,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_7257e61c07ce,SAE:11139,SAE:11142,pub_5472c4b438,pub_5472c4b438,3.0729,3.0729,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_7257e61c07ce,SAE:11139,SAE:11144,pub_5472c4b438,pub_5472c4b438,3.0729,3.0729,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_7257e61c07ce,SAE:11140,SAE:11143,pub_5472c4b438,pub_5472c4b438,3.09159,3.09159,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_7257e61c07ce,SAE:11142,SAE:11144,pub_5472c4b438,pub_5472c4b438,3.0729,3.0729,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11147,SAE:11148,pub_5472c4b438,pub_5472c4b438,3.00561,3.00561,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11147,SAE:11150,pub_5472c4b438,pub_5472c4b438,3.00561,3.00561,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11148,SAE:11150,pub_5472c4b438,pub_5472c4b438,3.00561,3.00561,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11152,SAE:11153,pub_5472c4b438,pub_5472c4b438,3.00187,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11152,SAE:11154,pub_5472c4b438,pub_5472c4b438,3.00187,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11153,SAE:11154,pub_5472c4b438,pub_5472c4b438,3.00187,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_82dad0b85616,SAE:11345,SAE:11367,pub_2e9f2dbea9,pub_2e9f2dbea9,3,3,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_1e9f5263a969,SAE:11347,SAE:11369,pub_2e9f2dbea9,pub_2e9f2dbea9,2.98925,2.98925,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_1e12aad1a169,SAE:11512,SAE:11519,pub_457a2adba4,pub_457a2adba4,1.90309,1.90309,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,graph5,graph5,SAME_LOCATION,,,True,True
3,base,k_0df760757b9a,SAE:13066,SAE:13077,pub_1605e436d7,pub_1605e436d7,-2,-2,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig5,fig5,SAME_LOCATION,,,True,True
3,base,k_bf7cb2badaf5,SAE:2188,SAE:3232,pub_fdc02269b7,pub_fdc02269b7,0.0222764,0.0222764,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_bf7cb2badaf5,SAE:2188,SAE:3489,pub_fdc02269b7,pub_fdc02269b7,0.0222764,0.0222764,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_bf7cb2badaf5,SAE:2188,SAE:3505,pub_fdc02269b7,pub_fdc02269b7,0.0222764,0.0222764,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_9f8107933924,SAE:2189,SAE:3233,pub_fdc02269b7,pub_fdc02269b7,0.0222764,0.0222764,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_9f8107933924,SAE:2189,SAE:3490,pub_fdc02269b7,pub_fdc02269b7,0.0222764,0.0222764,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_9f8107933924,SAE:2189,SAE:3506,pub_fdc02269b7,pub_fdc02269b7,0.0222764,0.0222764,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_a6488375790f,SAE:2190,SAE:3234,pub_fdc02269b7,pub_fdc02269b7,0.323306,0.323306,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_a6488375790f,SAE:2190,SAE:3491,pub_fdc02269b7,pub_fdc02269b7,0.323306,0.323306,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_a6488375790f,SAE:2190,SAE:3507,pub_fdc02269b7,pub_fdc02269b7,0.323306,0.323306,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_3beae70fdf73,SAE:2567,SAE:3278,pub_0773be699f,pub_0773be699f,-3,-3,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,table5,table5,SAME_LOCATION,,,True,True
3,base,k_d360ced0cbcc,SAE:3077,SAE:3290,pub_7730cdd232,pub_7730cdd232,-2.26761,-2.26761,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig5,fig5,SAME_LOCATION,,,True,True
3,base,k_bf7cb2badaf5,SAE:3232,SAE:3489,pub_fdc02269b7,pub_fdc02269b7,0.0222764,0.0222764,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_bf7cb2badaf5,SAE:3232,SAE:3505,pub_fdc02269b7,pub_fdc02269b7,0.0222764,0.0222764,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_9f8107933924,SAE:3233,SAE:3490,pub_fdc02269b7,pub_fdc02269b7,0.0222764,0.0222764,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_9f8107933924,SAE:3233,SAE:3506,pub_fdc02269b7,pub_fdc02269b7,0.0222764,0.0222764,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_a6488375790f,SAE:3234,SAE:3491,pub_fdc02269b7,pub_fdc02269b7,0.323306,0.323306,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_a6488375790f,SAE:3234,SAE:3507,pub_fdc02269b7,pub_fdc02269b7,0.323306,0.323306,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_bf7cb2badaf5,SAE:3489,SAE:3505,pub_fdc02269b7,pub_fdc02269b7,0.0222764,0.0222764,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_9f8107933924,SAE:3490,SAE:3506,pub_fdc02269b7,pub_fdc02269b7,0.0222764,0.0222764,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_a6488375790f,SAE:3491,SAE:3507,pub_fdc02269b7,pub_fdc02269b7,0.323306,0.323306,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_64678b3a0b55,SAE:8895,SAE:8903,pub_0884e38fbe,pub_0884e38fbe,1.34986,1.34986,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,False,fig6,fig6,SAME_LOCATION,,,True,True
3,base,k_a1b15388d09c,SAE:9189,SAE:9190,pub_691fc07992,pub_691fc07992,0.811533,0.811533,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig7,fig7,SAME_LOCATION,,,True,True
3,base,k_a1b15388d09c,SAE:9191,SAE:9192,pub_691fc07992,pub_691fc07992,0.755274,0.755274,MODEL,MODEL,UNIQUE,UNIQUE,True,0,False,False,True,fig7,fig7,SAME_LOCATION,,,True,True
3,base,k_5aae32a908b4,SAE:11123,SAE:11127,pub_5472c4b438,pub_5472c4b438,2.82617,2.82617,MODEL,MODEL,UNIQUE,UNIQUE,True,4.44089e-16,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_5aae32a908b4,SAE:11126,SAE:11127,pub_5472c4b438,pub_5472c4b438,2.82617,2.82617,MODEL,MODEL,UNIQUE,UNIQUE,True,4.44089e-16,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_5aae32a908b4,SAE:11127,SAE:11130,pub_5472c4b438,pub_5472c4b438,2.82617,2.82617,MODEL,MODEL,UNIQUE,UNIQUE,True,4.44089e-16,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11132,SAE:11134,pub_5472c4b438,pub_5472c4b438,2.96822,2.96822,MODEL,MODEL,UNIQUE,UNIQUE,True,4.44089e-16,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11132,SAE:11138,pub_5472c4b438,pub_5472c4b438,2.96822,2.96822,MODEL,MODEL,UNIQUE,UNIQUE,True,4.44089e-16,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11134,SAE:11137,pub_5472c4b438,pub_5472c4b438,2.96822,2.96822,MODEL,MODEL,UNIQUE,UNIQUE,True,4.44089e-16,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11137,SAE:11138,pub_5472c4b438,pub_5472c4b438,2.96822,2.96822,MODEL,MODEL,UNIQUE,UNIQUE,True,4.44089e-16,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_f647dcf12b3f,SAE:2583,SAE:2589,pub_f5d1922154,pub_f5d1922154,1.15217,1.15221,MODEL,MODEL,E_VALUE_CONFLICT,E_VALUE_CONFLICT,True,4.10229e-05,True,False,True,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_90b30e9ffcd0,SAE:2804,SAE:2812,pub_d3c970567f,pub_d3c970567f,0.00142626,0.00154279,MODEL,MODEL,UNIQUE,UNIQUE,True,0.000116533,False,False,False,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_288710cd64de,SAE:13887,SAE:13915,pub_d68ed8c8cf,pub_d68ed8c8cf,1.1353,1.13555,MODEL,MODEL,UNIQUE,UNIQUE,True,0.000248519,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_041195feed2e,SAE:3649,SAE:3651,pub_917a4583d4,pub_917a4583d4,1.64969,1.65018,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00049197,False,False,False,fig5,fig5,SAME_LOCATION,,,True,True
3,base,k_90b30e9ffcd0,SAE:2802,SAE:2820,pub_d3c970567f,pub_d3c970567f,-0.0315171,-0.0309605,MODEL,MODEL,UNIQUE,UNIQUE,True,0.000556596,False,False,False,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_64678b3a0b55,SAE:8771,SAE:8772,pub_0884e38fbe,pub_0884e38fbe,1.22268,1.22336,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00068089,False,False,True,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_64678b3a0b55,SAE:8771,SAE:8773,pub_0884e38fbe,pub_0884e38fbe,1.22268,1.222,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00068196,False,False,True,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_64678b3a0b55,SAE:8898,SAE:8899,pub_0884e38fbe,pub_0884e38fbe,1.47048,1.46956,MODEL,MODEL,UNIQUE,UNIQUE,True,0.000916808,False,False,False,fig6,fig6,SAME_LOCATION,,,True,True
3,base,k_90b30e9ffcd0,SAE:2801,SAE:2802,pub_d3c970567f,pub_d3c970567f,-0.0326691,-0.0315171,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00115207,False,False,False,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_64678b3a0b55,SAE:8772,SAE:8773,pub_0884e38fbe,pub_0884e38fbe,1.22336,1.222,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00136285,False,False,True,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_90b30e9ffcd0,SAE:2817,SAE:2818,pub_d3c970567f,pub_d3c970567f,-0.00843317,-0.0070049,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00142827,False,False,False,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_45bc640415f8,SAE:2803,SAE:2805,pub_d3c970567f,pub_d3c970567f,-0.0275835,-0.0261028,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00148072,False,False,False,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_74701aa1036d,SAE:13854,SAE:13895,pub_d68ed8c8cf,pub_d68ed8c8cf,2.28991,2.29151,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00160231,False,False,False,fig4,fig4,SAME_LOCATION,,,True,True
3,base,k_90b30e9ffcd0,SAE:2801,SAE:2820,pub_d3c970567f,pub_d3c970567f,-0.0326691,-0.0309605,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00170866,False,False,False,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_c94fa1b872d9,SAE:9657,SAE:9658,pub_37086f6378,pub_37086f6378,2.33134,2.33333,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00199601,False,False,True,figs1,figs1,SAME_LOCATION,,,True,True
3,base,k_c94fa1b872d9,SAE:9656,SAE:9657,pub_37086f6378,pub_37086f6378,2.32934,2.33134,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00199601,False,False,True,figs1,figs1,SAME_LOCATION,,,True,True
3,base,k_c94fa1b872d9,SAE:9659,SAE:9660,pub_37086f6378,pub_37086f6378,2.3493,2.34731,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00199601,False,False,True,figs1,figs1,SAME_LOCATION,,,True,True
3,base,k_58304b15a565,SAE:10436,SAE:10438,pub_ad5a7268e5,pub_ad5a7268e5,0.922353,0.92,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00235294,False,False,False,fig3,fig3,SAME_LOCATION,,,True,True
3,base,k_45bc640415f8,SAE:2807,SAE:2813,pub_d3c970567f,pub_d3c970567f,-0.0229839,-0.0203932,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00259075,False,False,False,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_64678b3a0b55,SAE:8897,SAE:8917,pub_0884e38fbe,pub_0884e38fbe,1.44889,1.45177,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00287802,False,False,False,fig6,fig6,SAME_LOCATION,,,True,True
3,base,k_fa21a9ccabb3,SAE:2808,SAE:2809,pub_d3c970567f,pub_d3c970567f,-0.0195956,-0.022664,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00306843,False,False,False,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_64678b3a0b55,SAE:8770,SAE:8773,pub_0884e38fbe,pub_0884e38fbe,1.21892,1.222,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00308214,False,False,True,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_45bc640415f8,SAE:2805,SAE:2807,pub_d3c970567f,pub_d3c970567f,-0.0261028,-0.0229839,MODEL,MODEL,UNIQUE,UNIQUE,True,0.0031189,False,False,False,fig1,fig1,SAME_LOCATION,,,True,True
3,base,k_64678b3a0b55,SAE:8902,SAE:8910,pub_0884e38fbe,pub_0884e38fbe,1.23574,1.23888,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00313342,False,False,False,fig6,fig6,SAME_LOCATION,,,True,True
3,base,k_64678b3a0b55,SAE:8913,SAE:8914,pub_0884e38fbe,pub_0884e38fbe,1.40539,1.40857,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00318008,False,False,False,fig6,fig6,SAME_LOCATION,,,True,True
3,base,k_6360d6c73f94,SAE:3226,SAE:3500,pub_fdc02269b7,pub_fdc02269b7,1.74288,1.73945,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00343642,False,False,False,fig5,fig5,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11132,SAE:11133,pub_5472c4b438,pub_5472c4b438,2.96822,2.96449,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11133,SAE:11137,pub_5472c4b438,pub_5472c4b438,2.96449,2.96822,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11133,SAE:11134,pub_5472c4b438,pub_5472c4b438,2.96449,2.96822,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_033cd44133a0,SAE:11133,SAE:11138,pub_5472c4b438,pub_5472c4b438,2.96449,2.96822,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11147,SAE:11152,pub_5472c4b438,pub_5472c4b438,3.00561,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11147,SAE:11153,pub_5472c4b438,pub_5472c4b438,3.00561,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11147,SAE:11154,pub_5472c4b438,pub_5472c4b438,3.00561,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11148,SAE:11152,pub_5472c4b438,pub_5472c4b438,3.00561,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11148,SAE:11153,pub_5472c4b438,pub_5472c4b438,3.00561,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11148,SAE:11154,pub_5472c4b438,pub_5472c4b438,3.00561,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11150,SAE:11152,pub_5472c4b438,pub_5472c4b438,3.00561,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11150,SAE:11153,pub_5472c4b438,pub_5472c4b438,3.00561,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_cee69c2dce7d,SAE:11150,SAE:11154,pub_5472c4b438,pub_5472c4b438,3.00561,3.00187,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_d359bdf9eab6,SAE:11107,SAE:11111,pub_5472c4b438,pub_5472c4b438,2.7028,2.69907,MODEL,MODEL,UNIQUE,UNIQUE,True,0.00373832,False,False,True,fig2,fig2,SAME_LOCATION,,,True,True
3,base,k_64678b3a0b55,SAE:8770,SAE:8771,pub_0884e38fbe,pub_0884e38fbe,1.21892,1.22268,MODEL,MODEL,UNIQUE,UNIQUE,True,0.0037641,False,False,True,fig1,fig1,SAME_LOCATION,,,True,True
