system_id,record_id,metal,d,log_d,acid_nominal_M,acid_eq_M,anion_M,ligand_name,ligand_M,synergists,modifiers,complexant_M,metal_initial_mM,oa_ratio,temperature_C,temperature_band,contact_time_min,diluent_name,diluent_family,acid_class,anion,acid_name,canonical_smiles,extractant_name,publication_id,experiment_series_id,replicate_id,replicate_group_id,loading_series_id,is_tracer,fit_eligible,fit_ineligible_reason,duplicate_flag
sys_0118f6b37917e9af,La_SAFE:3981,La,12.7,1.1038037209559568,5.0,,5.0,TDDGA,0.2,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,b5dad624ed96a698,890bba53e53bb32b,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3982,La,2.41,0.3820170425748684,5.0,,5.0,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,61c8780cfbd53279,5973881736097f88,7a6e7c1eb558d05f,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3983,La,0.49,-0.3098039199714863,1.00697,,1.00697,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,ba04b81e2c19d0d8,8fc4be47464b3901,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3984,La,1.25,0.09691001300805642,2.00096,,2.00096,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,57bdca448466aa7f,f22da060c1bc4a20,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3985,La,1.5,0.17609125905568124,3.01184,,3.01184,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,6f0968df2a8c0ae0,48f69d506b4923f9,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3986,La,1.63,0.21218760440395779,4.03241,,4.03241,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,2a097afb54894c46,0030dca216cb5eb6,,False,True,,
sys_0118f6b37917e9af,La_SAFE:3987,La,1.86,0.26951294421791633,5.02291,,5.02291,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,4d485d17b5415f2d,74a22c9b39562085,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3927,Nd,8.67,0.9380190974762103,3.0,,3.0,TDDGA,0.2,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,85a82fdc0e6764e5,b273b45521a70b34,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3929,Sm,1.12,0.04921802267018165,1.5,,1.5,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,ebca11a2e8bfa906,9183610a2acb7032,fcd42fc3c64a2f8f,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3933,Nd,1.41,0.14921911265537988,1.5,,1.5,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,ebca11a2e8bfa906,ed4bfc5ece57697f,f8c9ffbcadc9c8ae,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3943,Nd,2.0,0.3010299956639812,5.02321,,5.02321,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,b83443cd35445085,4b25ff09abe36cef,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3944,Nd,1.84,0.2648178230095365,4.02285,,4.02285,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,494d75a224c4061c,7665bd718b528379,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3945,Nd,1.6,0.2041199826559248,2.02224,,2.02224,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,c3616e2dac22a9b2,a45f9dba481d96d1,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3946,Nd,1.24,0.09342168516223506,1.011,,1.011,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,4bf9ed90e1817429,a9dfbb0c015116b4,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3947,Nd,1.06,0.02530586526477026,0.505261,,0.505261,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,bc23d0396f80fc06,17e608d3975d3b7c,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3949,Nd,1.89,0.2764618041732441,3.0,,3.0,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,a4fbc8e2a2b552f4,ca99ea5214b75991,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3950,Lu,6.21,0.7930916001765802,1.5,,1.5,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,ebca11a2e8bfa906,f7d7529c07ee97dd,d64faf3eef87c7fd,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3963,Nd,32.32,1.5094713521025485,5.0,,5.0,TDDGA,0.3,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,c6ac78fdb590f84d,98e702a3e021864d,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3964,Nd,13.3,1.1238516409670858,5.0,,5.0,TDDGA,0.2,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,c7f81feccc1e2c91,26b6527c07b369c3,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3965,Nd,2.23,0.34830486304816066,5.0,,5.0,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,8b9e2671dfa6bbc1,8e933c49ba52c0cf,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3966,Nd,0.61,-0.21467016498923297,5.0,,5.0,TDDGA,0.05,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,1691357bf7876ef9,3c7b57dcc2e39530,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3967,Nd,60.39,1.780965029608317,3.0,,3.0,TDDGA,0.4,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,52d5c743ae37c15b,ed55ea49fcdc0d4b,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3968,Nd,22.51,1.35237549500052,3.0,,3.0,TDDGA,0.3,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,5a066efe59ef8361,c891ee915a5822ce,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3971,Nd,0.37,-0.431798275933005,3.0,,3.0,TDDGA,0.05,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,a8ef1cf6633e412f,687b9b364fec0ce9,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3972,Nd,6.31,0.8000293592441343,1.0,,1.0,TDDGA,0.2,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,00e257fa4e3dbb6f,a5db3c39ba87c356,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3988,Nd,0.22,-0.6575773191777937,1.0,,1.0,TDDGA,0.05,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,bb83e213ad49eea2,0be464c6400b59e8,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3989,Nd,1.18,0.07188200730612536,1.0,,1.0,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,98ffff975a0f4352,c5f919058b4209f0,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3990,Nd,17.3,1.2380461031287955,1.0,,1.0,TDDGA,0.3,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,4392d926e8bbced4,71821138bf2af1f7,910a653d4035f560,,False,True,,
sys_0118f6b37917e9af,Lu_SAFE:3992,Nd,0.06,-1.2218487496163564,0.0987194,,0.0987194,TDDGA,0.1,,,,5.0,,25.0,20-30C,,toluene,aromatic,nitrate,nitrate,hno3,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,TDDGA,pub_b9dfc468cd,2db6f763aa89c6f3,63fd347853463210,ff5276bddfb61ab1,,False,True,,
sys_01647407f17a1ded,Am_SAFE:16233,Lu,0.0020000000015474,-2.6989700040000053,4.0,,4.0,N-N-dimethyl-N-N-diphenylpropanediamide,0.2,,,,,,25.0,20-30C,,chloroform,chlorinated,nitrate,nitrate,hno3,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,N-N-dimethyl-N-N-diphenylpropanediamide,pub_74428aeab2,e5ab6b749dcc4385,8766150c0f7bc44e,548b75fb0fdf06ed,,False,True,,
sys_01647407f17a1ded,Am_SAFE:16234,La,0.0149999999980768,-1.823908741000001,4.0,,4.0,N-N-dimethyl-N-N-diphenylpropanediamide,0.2,,,,,,25.0,20-30C,,chloroform,chlorinated,nitrate,nitrate,hno3,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,N-N-dimethyl-N-N-diphenylpropanediamide,pub_74428aeab2,e5ab6b749dcc4385,c6677ecfcfc68c4f,7f519789795f051d,,False,True,,
sys_01647407f17a1ded,Am_SAFE:16235,Ce,0.0200000000154742,-1.6989700040000009,4.0,,4.0,N-N-dimethyl-N-N-diphenylpropanediamide,0.2,,,,,,25.0,20-30C,,chloroform,chlorinated,nitrate,nitrate,hno3,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,N-N-dimethyl-N-N-diphenylpropanediamide,pub_74428aeab2,e5ab6b749dcc4385,2cc00374ead9c0ee,d7322713c2a44544,,False,True,,
sys_01647407f17a1ded,Am_SAFE:16236,Pr,0.0200000000154742,-1.6989700040000009,4.0,,4.0,N-N-dimethyl-N-N-diphenylpropanediamide,0.2,,,,,,25.0,20-30C,,chloroform,chlorinated,nitrate,nitrate,hno3,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,N-N-dimethyl-N-N-diphenylpropanediamide,pub_74428aeab2,e5ab6b749dcc4385,44822a244233a308,1b58231699b3b839,,False,True,,
sys_01647407f17a1ded,Am_SAFE:16237,Nd,0.0169999999851928,-1.7695510790000017,4.0,,4.0,N-N-dimethyl-N-N-diphenylpropanediamide,0.2,,,,,,25.0,20-30C,,chloroform,chlorinated,nitrate,nitrate,hno3,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,N-N-dimethyl-N-N-diphenylpropanediamide,pub_74428aeab2,e5ab6b749dcc4385,d6e52b8431255bc5,18aa7b0ed62e6de3,,False,True,,
sys_01647407f17a1ded,Am_SAFE:16238,Sm,0.0140000000103723,-1.8538719640000025,4.0,,4.0,N-N-dimethyl-N-N-diphenylpropanediamide,0.2,,,,,,25.0,20-30C,,chloroform,chlorinated,nitrate,nitrate,hno3,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,N-N-dimethyl-N-N-diphenylpropanediamide,pub_74428aeab2,e5ab6b749dcc4385,ddecec91cea4ef58,5cba316f9a394733,,False,True,,
sys_01647407f17a1ded,Am_SAFE:16239,Eu,0.01,-2.0,4.0,,4.0,N-N-dimethyl-N-N-diphenylpropanediamide,0.2,,,,,,25.0,20-30C,,chloroform,chlorinated,nitrate,nitrate,hno3,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,N-N-dimethyl-N-N-diphenylpropanediamide,pub_74428aeab2,e5ab6b749dcc4385,191c39446295be5a,20ec97c0f1629454,,False,True,,
sys_01647407f17a1ded,Am_SAFE:16240,Gd,0.0094999999936815,-2.0222763950000036,4.0,,4.0,N-N-dimethyl-N-N-diphenylpropanediamide,0.2,,,,,,25.0,20-30C,,chloroform,chlorinated,nitrate,nitrate,hno3,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,N-N-dimethyl-N-N-diphenylpropanediamide,pub_74428aeab2,e5ab6b749dcc4385,a10b0fbf01c972f3,6058439cb43fe2c0,,False,True,,
sys_01647407f17a1ded,Am_SAFE:16241,Tb,0.0095999999991253,-2.017728767000002,4.0,,4.0,N-N-dimethyl-N-N-diphenylpropanediamide,0.2,,,,,,25.0,20-30C,,chloroform,chlorinated,nitrate,nitrate,hno3,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,N-N-dimethyl-N-N-diphenylpropanediamide,pub_74428aeab2,e5ab6b749dcc4385,6d2baa5093daf3e0,0d36a1c00a8fe08e,,False,True,,
sys_01647407f17a1ded,Am_SAFE:16242,Dy,0.009300000009552,-2.0315170510000025,4.0,,4.0,N-N-dimethyl-N-N-diphenylpropanediamide,0.2,,,,,,25.0,20-30C,,chloroform,chlorinated,nitrate,nitrate,hno3,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,N-N-dimethyl-N-N-diphenylpropanediamide,pub_74428aeab2,e5ab6b749dcc4385,78d339710260377d,6ccc8c7931680ef0,,False,True,,
