arm,half,seed,v1_outer_fold_unit,n_rows,mae,mse,rmse,mean_error,unit_reading,unit
B0,selection,,pub_2e9f2dbea9,76,1.94429,4.63228,2.15227,-1.52157,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_37086f6378,532,1.46806,2.99592,1.73087,-0.788612,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_3f3b6220e0,56,0.225504,0.0905229,0.30087,0.0718848,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_4cba27f5f3,206,1.40948,2.55974,1.59992,-0.810449,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_5472c4b438,192,1.98736,4.73322,2.1756,-1.75184,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_6b0ea2ccc9,87,1.15097,1.92298,1.38672,-0.515739,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_74428aeab2,26,2.08089,4.69214,2.16613,0.129275,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_8415538291,120,1.15677,2.67467,1.63544,0.572238,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_8dafaf94bc,63,0.634815,0.574035,0.757651,0.217638,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_917a4583d4,27,0.94746,1.14201,1.06865,-0.725759,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_a9266a9412,50,1.07621,1.65276,1.2856,-0.115896,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_ad5a7268e5,149,0.975536,1.50074,1.22505,-0.516027,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_b0b3296ec5,228,0.846418,1.08969,1.04388,0.00803988,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_b155314682,35,0.985274,1.49992,1.22471,0.859745,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_b92b9c1ebe,208,0.499474,0.447829,0.669201,0.100018,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_cdc2243314,94,1.74602,4.30097,2.07388,0.863129,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_d3c970567f,15,1.05694,1.48139,1.21712,0.216282,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,pub_e287124c22,1096,1.956,5.00868,2.23801,0.966506,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,selection,,,690,0.734416,0.980439,0.990171,0.0931212,exploratory: publication group (the as-run pre-seal V1 reading),pub_007f4c9de0
B0,selection,,,72,1.39825,2.75381,1.65946,-1.344,exploratory: publication group (the as-run pre-seal V1 reading),pub_04794d6d09
B0,selection,,,12,1.6597,3.75558,1.93793,-1.37906,exploratory: publication group (the as-run pre-seal V1 reading),pub_07cea54708
B0,selection,,,155,0.987282,1.19344,1.09245,-0.546021,exploratory: publication group (the as-run pre-seal V1 reading),pub_0884e38fbe
B0,selection,,,132,0.875433,1.02418,1.01202,-0.278706,exploratory: publication group (the as-run pre-seal V1 reading),pub_0a8da089ad
B0,selection,,,258,1.2207,2.14818,1.46567,-0.896833,exploratory: publication group (the as-run pre-seal V1 reading),pub_0af6736cb1
B0,selection,,,3,0.864067,0.964269,0.981972,0.864067,exploratory: publication group (the as-run pre-seal V1 reading),pub_0e366d9257
B0,selection,,,7,1.44158,2.7398,1.65523,1.31032,exploratory: publication group (the as-run pre-seal V1 reading),pub_0f30549d71
B0,selection,,,14,1.33338,3.69191,1.92143,1.33338,exploratory: publication group (the as-run pre-seal V1 reading),pub_1845fd6492
B0,selection,,,204,1.95436,5.04501,2.24611,-1.87581,exploratory: publication group (the as-run pre-seal V1 reading),pub_19783c039b
B0,selection,,,54,0.366629,0.171547,0.414183,-0.259859,exploratory: publication group (the as-run pre-seal V1 reading),pub_1bd76c48d9
B0,selection,,,24,1.23921,2.29097,1.51359,0.425004,exploratory: publication group (the as-run pre-seal V1 reading),pub_22a136e9b9
B0,selection,,,141,2.24472,5.92975,2.43511,2.23359,exploratory: publication group (the as-run pre-seal V1 reading),pub_2319535dff
B0,selection,,,71,1.11447,1.74718,1.32181,0.14741,exploratory: publication group (the as-run pre-seal V1 reading),pub_2c76a46f18
B0,selection,,,76,1.94429,4.63228,2.15227,-1.52157,exploratory: publication group (the as-run pre-seal V1 reading),pub_2e9f2dbea9
B0,selection,,,3,2.08722,4.49747,2.12072,-2.08722,exploratory: publication group (the as-run pre-seal V1 reading),pub_30a5286662
B0,selection,,,532,1.46806,2.99592,1.73087,-0.788612,exploratory: publication group (the as-run pre-seal V1 reading),pub_37086f6378
B0,selection,,,13,0.770538,0.72466,0.85127,0.588723,exploratory: publication group (the as-run pre-seal V1 reading),pub_392f966ef2
B0,selection,,,56,0.225504,0.0905229,0.30087,0.0718848,exploratory: publication group (the as-run pre-seal V1 reading),pub_3f3b6220e0
B0,selection,,,14,1.60942,2.80173,1.67384,1.60942,exploratory: publication group (the as-run pre-seal V1 reading),pub_401a06b4b7
B0,selection,,,206,1.40948,2.55974,1.59992,-0.810449,exploratory: publication group (the as-run pre-seal V1 reading),pub_4cba27f5f3
B0,selection,,,13,0.407406,0.188882,0.434605,-0.407406,exploratory: publication group (the as-run pre-seal V1 reading),pub_4fb6e0c041
B0,selection,,,192,1.98736,4.73322,2.1756,-1.75184,exploratory: publication group (the as-run pre-seal V1 reading),pub_5472c4b438
B0,selection,,,3,1.4639,3.24177,1.80049,-0.721587,exploratory: publication group (the as-run pre-seal V1 reading),pub_57ce0f7961
B0,selection,,,1,2.81243,7.90978,2.81243,2.81243,exploratory: publication group (the as-run pre-seal V1 reading),pub_65c4c3411e
B0,selection,,,87,1.15097,1.92298,1.38672,-0.515739,exploratory: publication group (the as-run pre-seal V1 reading),pub_6b0ea2ccc9
B0,selection,,,2,1.89778,3.66992,1.9157,1.89778,exploratory: publication group (the as-run pre-seal V1 reading),pub_6f71d61137
B0,selection,,,11,1.05217,1.86777,1.36666,1.05217,exploratory: publication group (the as-run pre-seal V1 reading),pub_723ceb6c2c
B0,selection,,,26,2.08089,4.69214,2.16613,0.129275,exploratory: publication group (the as-run pre-seal V1 reading),pub_74428aeab2
B0,selection,,,1,3.11346,9.69365,3.11346,3.11346,exploratory: publication group (the as-run pre-seal V1 reading),pub_792969545c
B0,selection,,,16,0.994185,1.16569,1.07967,-0.994185,exploratory: publication group (the as-run pre-seal V1 reading),pub_84113c17ad
B0,selection,,,120,1.15677,2.67467,1.63544,0.572238,exploratory: publication group (the as-run pre-seal V1 reading),pub_8415538291
B0,selection,,,3,0.479254,0.27327,0.522752,-0.479254,exploratory: publication group (the as-run pre-seal V1 reading),pub_886ede1e0e
B0,selection,,,63,0.634815,0.574035,0.757651,0.217638,exploratory: publication group (the as-run pre-seal V1 reading),pub_8dafaf94bc
B0,selection,,,27,0.94746,1.14201,1.06865,-0.725759,exploratory: publication group (the as-run pre-seal V1 reading),pub_917a4583d4
B0,selection,,,12,0.238891,0.0773325,0.278087,-0.0403083,exploratory: publication group (the as-run pre-seal V1 reading),pub_9428119866
B0,selection,,,50,1.07621,1.65276,1.2856,-0.115896,exploratory: publication group (the as-run pre-seal V1 reading),pub_a9266a9412
B0,selection,,,149,0.975536,1.50074,1.22505,-0.516027,exploratory: publication group (the as-run pre-seal V1 reading),pub_ad5a7268e5
B0,selection,,,14,1.29855,3.42137,1.84969,1.13616,exploratory: publication group (the as-run pre-seal V1 reading),pub_af7a1cd919
B0,selection,,,228,0.846418,1.08969,1.04388,0.00803988,exploratory: publication group (the as-run pre-seal V1 reading),pub_b0b3296ec5
B0,selection,,,35,0.985274,1.49992,1.22471,0.859745,exploratory: publication group (the as-run pre-seal V1 reading),pub_b155314682
B0,selection,,,14,1.40898,2.07866,1.44175,1.40898,exploratory: publication group (the as-run pre-seal V1 reading),pub_b8175dc3a1
B0,selection,,,208,0.499474,0.447829,0.669201,0.100018,exploratory: publication group (the as-run pre-seal V1 reading),pub_b92b9c1ebe
B0,selection,,,14,1.35087,2.40179,1.54977,0.741386,exploratory: publication group (the as-run pre-seal V1 reading),pub_c07b8473b8
B0,selection,,,4,1.59271,2.53791,1.59308,-1.59271,exploratory: publication group (the as-run pre-seal V1 reading),pub_c649e663f3
B0,selection,,,94,1.74602,4.30097,2.07388,0.863129,exploratory: publication group (the as-run pre-seal V1 reading),pub_cdc2243314
B0,selection,,,15,1.05694,1.48139,1.21712,0.216282,exploratory: publication group (the as-run pre-seal V1 reading),pub_d3c970567f
B0,selection,,,3,0.424103,0.216134,0.464903,-0.424103,exploratory: publication group (the as-run pre-seal V1 reading),pub_dc1c90a4de
B0,selection,,,1096,1.956,5.00868,2.23801,0.966506,exploratory: publication group (the as-run pre-seal V1 reading),pub_e287124c22
B0,selection,,,5,1.41804,2.01395,1.41914,1.41804,exploratory: publication group (the as-run pre-seal V1 reading),pub_f6d85bdb79
B0,selection,,,3,0.259005,0.0741236,0.272257,-0.259005,exploratory: publication group (the as-run pre-seal V1 reading),pub_f926473989
B0,confirmation,,pub_007f4c9de0,1444,1.04049,1.87004,1.36749,0.681399,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_04794d6d09,1564,1.18232,1.98095,1.40746,0.0462759,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_0c3788daa5,33,1.5363,2.96475,1.72185,-0.621439,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_0fd6ab4e40,29,1.48789,2.32055,1.52334,1.48789,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_1605e436d7,154,0.975134,1.30126,1.14073,-0.0302347,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_1927dff570,20,1.09876,1.35779,1.16524,1.09876,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_1c1b558856,72,2.22849,5.94375,2.43798,-2.22849,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_1d18e32c4e,101,1.21522,1.80639,1.34402,-0.830522,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_2c76a46f18,93,1.31118,2.47982,1.57474,0.751998,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_3e0f6bb1b5,28,1.11012,1.55234,1.24593,0.143005,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_40c355ae86,24,0.662907,0.608942,0.780347,-0.371293,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_457a2adba4,28,1.24112,1.87255,1.36841,-1.15297,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_515c63b970,90,0.474799,0.283991,0.532908,-0.246713,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_51c0693f9c,116,0.850406,1.27784,1.13041,0.0241871,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_51ddfefa0c,96,1.36299,6.27442,2.50488,1.01762,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_56338b6e47,192,1.41007,3.0603,1.74937,0.993473,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_691fc07992,75,1.51627,3.48123,1.86581,-1.2783,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_6a0ef8528c,164,3.07906,10.5032,3.24086,3.07906,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_86cd2c5ec0,36,1.48702,3.0264,1.73966,0.31362,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_a49146c8fd,51,1.82824,3.99661,1.99915,1.45809,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_aed382b25f,36,1.63018,4.0239,2.00597,-1.43535,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_b9dfc468cd,136,0.504568,0.375326,0.612638,-0.22708,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_bdb1564c49,134,1.17802,1.97413,1.40504,-1.12148,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_c8195b4ca7,216,1.79959,3.84819,1.96168,-1.7945,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_ca616a18dd,28,0.859711,0.873544,0.934636,-0.859711,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_cd72e4a7bb,135,1.34604,2.76723,1.6635,-0.576785,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_d59c40b453,37,1.44857,2.85259,1.68896,-0.233681,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_dfa96a5118,42,1.26006,1.97439,1.40513,-0.878498,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_e4bbba9576,89,0.858917,1.08624,1.04223,-0.283554,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_e4dd361427,10,1.62707,3.33586,1.82643,1.2984,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,pub_e9799b75f3,56,0.315733,0.15832,0.397895,-0.00582681,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B0,confirmation,,,1444,1.04049,1.87004,1.36749,0.681399,exploratory: publication group (the as-run pre-seal V1 reading),pub_007f4c9de0
B0,confirmation,,,1564,1.18232,1.98095,1.40746,0.0462759,exploratory: publication group (the as-run pre-seal V1 reading),pub_04794d6d09
B0,confirmation,,,33,1.5363,2.96475,1.72185,-0.621439,exploratory: publication group (the as-run pre-seal V1 reading),pub_0c3788daa5
B0,confirmation,,,29,1.48789,2.32055,1.52334,1.48789,exploratory: publication group (the as-run pre-seal V1 reading),pub_0fd6ab4e40
B0,confirmation,,,154,0.975134,1.30126,1.14073,-0.0302347,exploratory: publication group (the as-run pre-seal V1 reading),pub_1605e436d7
B0,confirmation,,,20,1.09876,1.35779,1.16524,1.09876,exploratory: publication group (the as-run pre-seal V1 reading),pub_1927dff570
B0,confirmation,,,72,2.22849,5.94375,2.43798,-2.22849,exploratory: publication group (the as-run pre-seal V1 reading),pub_1c1b558856
B0,confirmation,,,101,1.21522,1.80639,1.34402,-0.830522,exploratory: publication group (the as-run pre-seal V1 reading),pub_1d18e32c4e
B0,confirmation,,,93,1.31118,2.47982,1.57474,0.751998,exploratory: publication group (the as-run pre-seal V1 reading),pub_2c76a46f18
B0,confirmation,,,28,1.11012,1.55234,1.24593,0.143005,exploratory: publication group (the as-run pre-seal V1 reading),pub_3e0f6bb1b5
B0,confirmation,,,24,0.662907,0.608942,0.780347,-0.371293,exploratory: publication group (the as-run pre-seal V1 reading),pub_40c355ae86
B0,confirmation,,,28,1.24112,1.87255,1.36841,-1.15297,exploratory: publication group (the as-run pre-seal V1 reading),pub_457a2adba4
B0,confirmation,,,90,0.474799,0.283991,0.532908,-0.246713,exploratory: publication group (the as-run pre-seal V1 reading),pub_515c63b970
B0,confirmation,,,116,0.850406,1.27784,1.13041,0.0241871,exploratory: publication group (the as-run pre-seal V1 reading),pub_51c0693f9c
B0,confirmation,,,96,1.36299,6.27442,2.50488,1.01762,exploratory: publication group (the as-run pre-seal V1 reading),pub_51ddfefa0c
B0,confirmation,,,192,1.41007,3.0603,1.74937,0.993473,exploratory: publication group (the as-run pre-seal V1 reading),pub_56338b6e47
B0,confirmation,,,75,1.51627,3.48123,1.86581,-1.2783,exploratory: publication group (the as-run pre-seal V1 reading),pub_691fc07992
B0,confirmation,,,164,3.07906,10.5032,3.24086,3.07906,exploratory: publication group (the as-run pre-seal V1 reading),pub_6a0ef8528c
B0,confirmation,,,36,1.48702,3.0264,1.73966,0.31362,exploratory: publication group (the as-run pre-seal V1 reading),pub_86cd2c5ec0
B0,confirmation,,,51,1.82824,3.99661,1.99915,1.45809,exploratory: publication group (the as-run pre-seal V1 reading),pub_a49146c8fd
B0,confirmation,,,36,1.63018,4.0239,2.00597,-1.43535,exploratory: publication group (the as-run pre-seal V1 reading),pub_aed382b25f
B0,confirmation,,,136,0.504568,0.375326,0.612638,-0.22708,exploratory: publication group (the as-run pre-seal V1 reading),pub_b9dfc468cd
B0,confirmation,,,134,1.17802,1.97413,1.40504,-1.12148,exploratory: publication group (the as-run pre-seal V1 reading),pub_bdb1564c49
B0,confirmation,,,216,1.79959,3.84819,1.96168,-1.7945,exploratory: publication group (the as-run pre-seal V1 reading),pub_c8195b4ca7
B0,confirmation,,,28,0.859711,0.873544,0.934636,-0.859711,exploratory: publication group (the as-run pre-seal V1 reading),pub_ca616a18dd
B0,confirmation,,,135,1.34604,2.76723,1.6635,-0.576785,exploratory: publication group (the as-run pre-seal V1 reading),pub_cd72e4a7bb
B0,confirmation,,,37,1.44857,2.85259,1.68896,-0.233681,exploratory: publication group (the as-run pre-seal V1 reading),pub_d59c40b453
B0,confirmation,,,42,1.26006,1.97439,1.40513,-0.878498,exploratory: publication group (the as-run pre-seal V1 reading),pub_dfa96a5118
B0,confirmation,,,89,0.858917,1.08624,1.04223,-0.283554,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4bbba9576
B0,confirmation,,,10,1.62707,3.33586,1.82643,1.2984,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4dd361427
B0,confirmation,,,56,0.315733,0.15832,0.397895,-0.00582681,exploratory: publication group (the as-run pre-seal V1 reading),pub_e9799b75f3
B1,selection,,REMAINDER,185,1.23577,2.20236,1.48403,0.477001,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_007f4c9de0,690,1.13052,1.9005,1.37859,-0.155061,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_04794d6d09,72,1.50759,3.21897,1.79415,-1.454,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_0884e38fbe,155,1.24074,1.90049,1.37858,-0.927443,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_0a8da089ad,132,0.737065,0.77561,0.880687,-0.124765,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_0af6736cb1,258,1.01364,1.42248,1.19268,-0.670079,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_19783c039b,204,1.62527,3.55998,1.88679,-1.59333,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_1bd76c48d9,54,0.534083,0.429585,0.655428,-0.104656,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_22a136e9b9,24,1.14052,2.07023,1.43883,0.494292,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_2319535dff,141,2.26703,6.0321,2.45603,2.25638,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_2c76a46f18,71,1.07451,1.62066,1.27305,0.146072,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_2e9f2dbea9,76,2.06259,5.18224,2.27645,-1.68912,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_37086f6378,532,1.38062,2.66913,1.63375,-0.577402,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_3f3b6220e0,56,0.525695,0.407898,0.638669,0.328621,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_4cba27f5f3,206,1.18311,1.79102,1.33829,-0.519447,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_5472c4b438,192,2.17989,5.62867,2.37248,-1.9914,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_6b0ea2ccc9,87,1.21577,2.10023,1.44922,-0.687867,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_74428aeab2,26,2.0641,4.63943,2.15393,0.419304,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_8415538291,120,1.22549,3.26257,1.80626,0.92734,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_8dafaf94bc,63,0.575983,0.46945,0.685165,0.167505,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_917a4583d4,27,1.24139,2.00858,1.41724,-1.18038,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_a9266a9412,50,1.0947,1.71448,1.30938,-0.270016,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_ad5a7268e5,149,1.0528,1.75312,1.32405,-0.654809,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_b0b3296ec5,228,0.788295,0.838324,0.9156,0.358713,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_b155314682,35,0.894447,1.22521,1.10689,0.679296,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_b92b9c1ebe,208,0.579296,0.512099,0.715611,-0.220572,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_cdc2243314,94,1.70446,4.07752,2.01929,0.721555,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_d3c970567f,15,1.09091,1.43676,1.19865,0.0464119,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,pub_e287124c22,1096,1.98942,5.22649,2.28615,1.0666,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B1,selection,,,690,1.13052,1.9005,1.37859,-0.155061,exploratory: publication group (the as-run pre-seal V1 reading),pub_007f4c9de0
B1,selection,,,72,1.50759,3.21897,1.79415,-1.454,exploratory: publication group (the as-run pre-seal V1 reading),pub_04794d6d09
B1,selection,,,12,1.63235,3.63169,1.9057,-1.33267,exploratory: publication group (the as-run pre-seal V1 reading),pub_07cea54708
B1,selection,,,155,1.24074,1.90049,1.37858,-0.927443,exploratory: publication group (the as-run pre-seal V1 reading),pub_0884e38fbe
B1,selection,,,132,0.737065,0.77561,0.880687,-0.124765,exploratory: publication group (the as-run pre-seal V1 reading),pub_0a8da089ad
B1,selection,,,258,1.01364,1.42248,1.19268,-0.670079,exploratory: publication group (the as-run pre-seal V1 reading),pub_0af6736cb1
B1,selection,,,3,1.04259,1.4871,1.21947,0.838508,exploratory: publication group (the as-run pre-seal V1 reading),pub_0e366d9257
B1,selection,,,7,1.3399,2.38699,1.54499,1.16796,exploratory: publication group (the as-run pre-seal V1 reading),pub_0f30549d71
B1,selection,,,14,1.60096,3.54613,1.88312,1.60096,exploratory: publication group (the as-run pre-seal V1 reading),pub_1845fd6492
B1,selection,,,204,1.62527,3.55998,1.88679,-1.59333,exploratory: publication group (the as-run pre-seal V1 reading),pub_19783c039b
B1,selection,,,54,0.534083,0.429585,0.655428,-0.104656,exploratory: publication group (the as-run pre-seal V1 reading),pub_1bd76c48d9
B1,selection,,,24,1.14052,2.07023,1.43883,0.494292,exploratory: publication group (the as-run pre-seal V1 reading),pub_22a136e9b9
B1,selection,,,141,2.26703,6.0321,2.45603,2.25638,exploratory: publication group (the as-run pre-seal V1 reading),pub_2319535dff
B1,selection,,,71,1.07451,1.62066,1.27305,0.146072,exploratory: publication group (the as-run pre-seal V1 reading),pub_2c76a46f18
