species,kind,canonical_smiles,file,charge,uhf,mode,n_atoms,est_minutes,sha256_input
lig_033,free_ligand,CCCCCCCCCCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCCCCCCCCCC,ligands/lig_033.xyz,0,0,opt,113,3.1221575627170033,b9f70a0ea41cb20e
lig_034,free_ligand,CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,ligands/lig_034.xyz,0,0,opt,137,4.589221966844344,f439f18d653b24e1
lig_035,free_ligand,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COC1CCCN(CCCCCC)C1=O,ligands/lig_035.xyz,0,0,opt,114,3.177661499339821,a8df97d4a431055b
lig_036,free_ligand,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_036.xyz,0,0,opt,137,4.589221966844344,6af89c7b4d73e70f
lig_037,free_ligand,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,ligands/lig_037.xyz,0,0,opt,161,6.337962736564134,2fc35f2901e1b43f
lig_038,free_ligand,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,ligands/lig_038.xyz,0,0,opt,168,6.901070957015013,0f540e700b9b7d72
lig_039,free_ligand,CCCCCCCCCCCCNC(=O)c1cc(OC)ccn1,ligands/lig_039.xyz,0,0,opt,55,0.7396449704142012,42b6c78e673aef46
lig_040,free_ligand,CCCCCCCCCCCCNCC(=O)c1cccc(C(=O)CNCCCCCCCCCCCC)n1,ligands/lig_040.xyz,0,0,opt,97,2.3006014964056924,8d0a2d9639fc5101
lig_041,free_ligand,CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1,ligands/lig_041.xyz,0,0,opt,71,1.2325786102009877,b238cc73b6373c9d
lig_042,free_ligand,CCCCCCCCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,ligands/lig_042.xyz,0,0,opt,133,4.3251503741014234,1ee424c1de0e2095
lig_043,free_ligand,CCCCCCCCCCN(CCCCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,ligands/lig_043.xyz,0,0,opt,143,5.0,bb4333be2edd88fc
lig_044,free_ligand,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,ligands/lig_044.xyz,0,0,opt,113,3.1221575627170033,b573e01d514318c6
lig_045,free_ligand,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCC)CCCCCCCCCC,ligands/lig_045.xyz,0,0,opt,137,4.589221966844344,df34fa1b97fb95c9
lig_046,free_ligand,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,ligands/lig_046.xyz,0,0,opt,146,5.211990806396401,e04c0cfea46db64d
lig_047,free_ligand,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,ligands/lig_047.xyz,0,0,opt,155,5.874370384859896,d68782e97a1fdb8c
lig_048,free_ligand,CCCCCCCCN(C(=O)c1ccc2ccc3cccnc3c2n1)c1ccc(C)cc1,ligands/lig_048.xyz,0,0,opt,63,0.9704631033302362,e3e5d2344982ccef
lig_049,free_ligand,CCCCCCCCN(C)C(=O)C(CCCCCC)C(=O)N(C)CCCCCCCC,ligands/lig_049.xyz,0,0,opt,85,1.7665900533033398,eb28b740eb6f1b35
lig_050,free_ligand,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,ligands/lig_050.xyz,0,0,opt,92,2.0695388527556355,b12e1cfbba52ca45
lig_051,free_ligand,CCCCCCCCN(C)C(=O)CC(=O)N(C)CCCCCCCC,ligands/lig_051.xyz,0,0,opt,67,1.0976086850212725,e38f62035aea39bb
lig_052,free_ligand,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,ligands/lig_052.xyz,0,0,opt,71,1.2325786102009877,336550f1cb7a932e
lig_053,free_ligand,CCCCCCCCN(C)C(=O)COCC(=O)N(C)Cc1cccc(CN(C)C(=O)COCC(=O)N(C)CCCCCCCC)c1,ligands/lig_053.xyz,0,0,opt,108,2.851973201623551,d8a5b023cf11a13b
lig_054,free_ligand,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_054.xyz,0,0,opt,92,2.0695388527556355,7ab0f344ccdf2069
lig_055,free_ligand,CCCCCCCCN(C)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(C)CCCCCCCC)c1,ligands/lig_055.xyz,0,0,opt,102,2.5438896767568098,30698996c2b943c1
lig_056,free_ligand,CCCCCCCCN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_056.xyz,0,0,opt,138,4.656462418700181,b938891421444fa2
lig_057,free_ligand,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,ligands/lig_057.xyz,0,0,opt,89,1.9367695241821117,bdffdbdc7260e223
lig_058,free_ligand,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,ligands/lig_058.xyz,0,0,opt,113,3.1221575627170033,0fb89ed6989f4855
lig_059,free_ligand,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,ligands/lig_059.xyz,0,0,opt,77,1.4497041420118342,2c2fefd0192a3ca4
lig_060,free_ligand,CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,ligands/lig_060.xyz,0,0,opt,119,3.4625165044745465,f63a8e1496d2a14e
lig_061,free_ligand,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,ligands/lig_061.xyz,0,0,opt,83,1.684434446672209,95794dd9a120f0ca
lig_062,free_ligand,CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,ligands/lig_062.xyz,0,0,opt,149,5.4283828060051835,865129182b4a202a
lig_063,free_ligand,CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,ligands/lig_063.xyz,0,0,opt,137,4.589221966844344,d91fd9817ee1d150
lig_064,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,ligands/lig_064.xyz,0,0,opt,126,3.881852413320945,a6f968c131a657ab
lig_065,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_065.xyz,0,0,opt,119,3.4625165044745465,5def6e8b70c5077e
lig_066,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)C1CCC(C(=O)N(CCCCCCCC)CCCCCCCC)O1,ligands/lig_066.xyz,0,0,opt,117,3.3471074380165295,50dfecb751f0f390
lig_067,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)CC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_067.xyz,0,0,opt,109,2.905032030906156,4d170c87983750fa
lig_068,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)CCOCCC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_068.xyz,0,0,opt,119,3.4625165044745465,58c006acbc6b8f2a
lig_069,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_069.xyz,0,0,opt,169,6.983471074380167,75765faaa0208435
lig_070,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,ligands/lig_070.xyz,0,0,opt,124,3.7595970463103323,8a9dfe9f58855c19
lig_071,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)CNCC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_071.xyz,0,0,opt,114,3.177661499339821,305635213c4c6efe
lig_072,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC,ligands/lig_072.xyz,0,0,opt,89,1.9367695241821117,2cc621eb0cdde751
lig_073,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(OCCCC)OCCCC,ligands/lig_073.xyz,0,0,opt,91,2.024793388429752,de89536a1d6abad7
lig_074,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)CO,ligands/lig_074.xyz,0,0,opt,58,0.8225341092473959,327328b1ad046ebb
lig_075,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,ligands/lig_075.xyz,0,0,opt,123,3.6992028950070903,9a1ddef93f409bea
lig_076,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COC(C)C(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_076.xyz,0,0,opt,116,3.2901364369895836,eb7fee59ed445db8
lig_077,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,ligands/lig_077.xyz,0,0,opt,71,1.2325786102009877,27b3f7b9efd9a321
lig_078,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_078.xyz,0,0,opt,113,3.1221575627170033,a5c0a1cbedeaaaf6
lig_079,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,ligands/lig_079.xyz,0,0,opt,75,1.3753728788693822,355d3272ab08357a
lig_080,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,ligands/lig_080.xyz,0,0,opt,78,1.4876033057851237,6fafdd992ec2b217
lig_081,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,ligands/lig_081.xyz,0,0,opt,76,1.4122939997065869,b2e53e7be2c74307
lig_082,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_082.xyz,0,0,opt,149,5.4283828060051835,e0a2feb552ddcbc6
lig_083,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_083.xyz,0,0,opt,146,5.211990806396401,ca729d5bfe84ef3c
lig_084,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_084.xyz,0,0,opt,143,5.0,36b7c0ce0c76e27b
lig_085,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_085.xyz,0,0,opt,147,5.2836324514646185,85609c3bc73435c0
lig_086,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCOCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_086.xyz,0,0,opt,141,4.861117903075946,a12969ed7a700594
lig_087,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,ligands/lig_087.xyz,0,0,opt,144,5.070174580664092,dc7475c8a38ac9a1
lig_088,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,ligands/lig_088.xyz,0,0,opt,144,5.070174580664092,5437654c8b663399
lig_089,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_089.xyz,0,0,opt,120,3.520954569905619,0c9328cee1de4545
lig_090,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(CCCC)CCCC,ligands/lig_090.xyz,0,0,opt,88,1.8934911242603554,3f8deec5617f3087
lig_091,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,ligands/lig_091.xyz,0,0,opt,90,1.9805369455719108,f2299343b5791e62
lig_092,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_092.xyz,0,0,opt,119,3.4625165044745465,b071c57977458ef3
lig_093,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_093.xyz,0,0,opt,122,3.639297765171891,9f2f8a5dba44032e
lig_094,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_094.xyz,0,0,opt,119,3.4625165044745465,d8502013cd0de41c
lig_095,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,ligands/lig_095.xyz,0,0,opt,131,4.196048706538217,b60dad1a985bbffb
lig_096,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,ligands/lig_096.xyz,0,0,opt,113,3.1221575627170033,bc8f634db9798993
lig_097,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,ligands/lig_097.xyz,0,0,opt,126,3.881852413320945,ddf15f0e566b309e
lig_098,free_ligand,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccccc2n1,ligands/lig_098.xyz,0,0,opt,69,1.1641156046750452,2abf1efb26c910fc
lig_099,free_ligand,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc(C(=S)N(CCCCCCCC)CCCCCCCC)s1,ligands/lig_099.xyz,0,0,opt,113,3.1221575627170033,990920029bc0be44
lig_100,free_ligand,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,ligands/lig_100.xyz,0,0,opt,126,3.881852413320945,7df90f42e9bb64a0
lig_101,free_ligand,CCCCCCCCNC(=O)c1cc(Cl)ccn1,ligands/lig_101.xyz,0,0,opt,39,0.3719008264462809,6efc5a0bfc3ee8aa
lig_102,free_ligand,CCCCCCCCNC(=O)c1cc(OC)ccn1,ligands/lig_102.xyz,0,0,opt,43,0.4521003472052423,711c8e8cb1390565
lig_103,free_ligand,CCCCCCCCNC(=O)c1cnccn1,ligands/lig_103.xyz,0,0,opt,38,0.3530734999266467,8d7396fb8fd25ea2
lig_104,free_ligand,CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1,ligands/lig_104.xyz,0,0,opt,94,2.160496845811531,87881f121622d1b8
lig_105,free_ligand,CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,ligands/lig_105.xyz,0,0,opt,88,1.8934911242603554,2955f589fe794f4c
lig_106,free_ligand,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,ligands/lig_106.xyz,0,0,opt,70,1.1981025967039955,5d701c27c60c8221
lig_107,free_ligand,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],ligands/lig_107.xyz,0,0,opt,120,3.520954569905619,a91f89468b377c9a
lig_108,free_ligand,CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1,ligands/lig_108.xyz,0,0,opt,77,1.4497041420118342,08c52b48743c554b
lig_109,free_ligand,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,ligands/lig_109.xyz,0,0,opt,55,0.7396449704142012,6ac16bea74a409fb
lig_110,free_ligand,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,ligands/lig_110.xyz,0,0,opt,109,2.905032030906156,452727789db822fe
lig_111,free_ligand,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,ligands/lig_111.xyz,0,0,opt,113,3.1221575627170033,5773480d6f9eaf6c
lig_112,free_ligand,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,ligands/lig_112.xyz,0,0,opt,85,1.7665900533033398,7e7615dcb9de72ca
lig_113,free_ligand,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,ligands/lig_113.xyz,0,0,opt,89,1.9367695241821117,a455139d8788e049
lig_114,free_ligand,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,ligands/lig_114.xyz,0,0,opt,63,0.9704631033302362,36c66deb9ae9194a
lig_115,free_ligand,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,ligands/lig_115.xyz,0,0,opt,66,1.0650887573964498,8a5a89c5627848ed
lig_116,free_ligand,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,ligands/lig_116.xyz,0,0,opt,64,1.0015159665509317,f58dcf2255cd288c
lig_117,free_ligand,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,ligands/lig_117.xyz,0,0,opt,62,0.9398992615775831,011eab76b18e1f3f
lig_118,free_ligand,CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,ligands/lig_118.xyz,0,0,opt,68,1.1306176341141376,5a89363f25518bf4
lig_119,free_ligand,CCCCCCOP(=O)(O)OCCCCCC,ligands/lig_119.xyz,0,0,opt,44,0.47337278106508884,abefa6615e6ef3ae
lig_120,free_ligand,CCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,ligands/lig_120.xyz,0,0,opt,115,3.233654457430681,679a008167cf96c7
lig_121,free_ligand,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,ligands/lig_121.xyz,0,0,opt,96,2.253410924739596,4231695e0ad66ab5
lig_122,free_ligand,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,ligands/lig_122.xyz,0,0,opt,110,2.9585798816568047,2b1fcf280fe1f807
lig_123,free_ligand,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,ligands/lig_123.xyz,0,0,opt,77,1.4497041420118342,0a1618a4daf72fae
lig_124,free_ligand,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,ligands/lig_124.xyz,0,0,opt,94,2.160496845811531,2df72b61856184b7
lig_125,free_ligand,CCCCN(C)C(=O)CC(=O)N(C)CCCC,ligands/lig_125.xyz,0,0,opt,43,0.4521003472052423,ee73430f8a7d4572
lig_126,free_ligand,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,ligands/lig_126.xyz,0,0,opt,61,0.9098244412929728,8023776312077123
lig_127,free_ligand,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,ligands/lig_127.xyz,0,0,opt,64,1.0015159665509317,1e8ff8b760a6c8ba
